County,Year,State,Region,Economic Type,Urban or Rural,% Children in Poverty,% Excessive Drinking,High School Graduation Rate,Hospital Overuse,% Low Birth Weight,Median Family Income,Mentally Unhealthy Days,% Receiving Diabetes Monitoring,Teen Birth Rate,% Unemployed
Broomfield,2013-01-01,Colorado,West,Nonspecialized,Urban,8,15,,47,7.5,96787,3.3,83,21,7.3
Chaffee,2013-01-01,Colorado,West,Recreation,Rural,20,12,88,37,10.4,59631,3.2,86,34,7.2
Cheyenne,2013-01-01,Colorado,West,Farming,Rural,24,,96,,,63938,1.2,71,,3.1
Clear Creek,2013-01-01,Colorado,West,Mining,Urban,14,21,90,52,11.9,89583,2.7,93,18,7.3
Conejos,2013-01-01,Colorado,West,Farming,Rural,28,15,91,51,12.1,44338,3.9,53,51,9.5
Costilla,2013-01-01,Colorado,West,Farming,Rural,38,5,86,65,12.1,41551,2.5,56,57,12.6
Crowley,2013-01-01,Colorado,West,Federal/State Government,Rural,41,,74,78,10.6,41270,,90,63,9.4
Custer,2013-01-01,Colorado,West,Recreation,Rural,29,22,92,39,,50000,2.5,79,,6.5
Delta,2013-01-01,Colorado,West,Mining,Rural,25,16,83,48,9.8,51539,3.9,85,52,9.1
Denver,2013-01-01,Colorado,West,Nonspecialized,Urban,26,23,56,41,9.5,63705,3.2,73,78,9.1
Dolores,2013-01-01,Colorado,West,Farming,Rural,16,17,67,,,51875,2.4,76,,11.4
Douglas,2013-01-01,Colorado,West,Nonspecialized,Urban,5,17,84,39,8.9,112930,2.3,87,10,6.4
Eagle,2013-01-01,Colorado,West,Recreation,Rural,15,22,77,27,8.8,86167,2.3,73,44,8.6
Elbert,2013-01-01,Colorado,West,Farming,Urban,11,18,86,53,10.3,89653,3.1,82,13,7.3
El Paso,2013-01-01,Colorado,West,Nonspecialized,Urban,18,15,80,46,9.7,70728,3.4,78,38,9.2
Fremont,2013-01-01,Colorado,West,Federal/State Government,Rural,25,13,76,43,9.7,48623,3.6,82,51,10
Garfield,2013-01-01,Colorado,West,Mining,Rural,15,19,69,43,7.1,66941,2.9,83,54,8.8
Gilpin,2013-01-01,Colorado,West,Recreation,Urban,12,18,75,,10.5,87639,4,92,,6.5
Grand,2013-01-01,Colorado,West,Recreation,Rural,16,23,83,30,10.5,74418,3.6,90,25,8.2
Gunnison,2013-01-01,Colorado,West,Mining,Rural,18,25,88,45,10.1,67047,2.6,78,14,6.4
Hinsdale,2013-01-01,Colorado,West,Recreation,Rural,28,,100,,,76000,,,,3.7
Huerfano,2013-01-01,Colorado,West,Recreation,Rural,38,,85,72,12.2,41862,,75,60,11.3
Jackson,2013-01-01,Colorado,West,Farming,Rural,29,17,90,,,60714,2.6,87,,3.9
Jefferson,2013-01-01,Colorado,West,Nonspecialized,Urban,12,20,79,38,8.6,84957,2.9,85,25,7.9
Kiowa,2013-01-01,Colorado,West,Farming,Rural,18,,88,,,55938,,72,,3.9
Kit Carson,2013-01-01,Colorado,West,Farming,Rural,22,16,94,80,7.5,57538,2.5,73,46,4.8
Lake,2013-01-01,Colorado,West,Mining,Rural,27,20,89,97,15.2,57267,3.3,86,73,11.6
La Plata,2013-01-01,Colorado,West,Recreation,Rural,15,21,72,33,8,67732,2.4,73,24,6.8
Larimer,2013-01-01,Colorado,West,Recreation,Urban,14,17,83,47,7.8,76194,2.8,84,21,6.8
Las Animas,2013-01-01,Colorado,West,Nonspecialized,Rural,27,17,67,70,11,53089,3.8,85,61,9.8
Lincoln,2013-01-01,Colorado,West,Federal/State Government,Rural,24,12,68,57,9,51875,2.4,92,50,4.9
Logan,2013-01-01,Colorado,West,Federal/State Government,Rural,21,18,78,57,7.1,50000,2.9,84,41,6.6
Mesa,2013-01-01,Colorado,West,Nonspecialized,Urban,16,18,72,33,7.5,60534,3.6,89,48,9.6
Mineral,2013-01-01,Colorado,West,Recreation,Rural,21,,100,,,68438,,,,5
Moffat,2013-01-01,Colorado,West,Mining,Rural,18,30,90,87,9.3,68822,2.8,76,57,8.5
Montezuma,2013-01-01,Colorado,West,Nonspecialized,Rural,26,17,64,42,7.3,49245,4,80,53,8.5
Montrose,2013-01-01,Colorado,West,Nonspecialized,Rural,25,14,75,37,9.1,55848,2.7,82,54,10.9
Morgan,2013-01-01,Colorado,West,Maufacturing,Rural,20,17,72,65,7.6,50202,2.9,84,65,6.3
Otero,2013-01-01,Colorado,West,Nonspecialized,Rural,35,13,82,83,11,41943,3.2,71,62,9.1
Ouray,2013-01-01,Colorado,West,Recreation,Rural,17,,98,,9.1,72229,2.2,85,,7.7
Park,2013-01-01,Colorado,West,Recreation,Urban,16,19,89,41,11.7,76104,3.3,85,11,7.8
Phillips,2013-01-01,Colorado,West,Farming,Rural,17,,92,78,6.3,54583,3.3,91,48,4.4
Pitkin,2013-01-01,Colorado,West,Recreation,Rural,9,30,91,31,8.2,93981,2.5,84,,7.8
Prowers,2013-01-01,Colorado,West,Nonspecialized,Rural,30,11,72,116,8.7,44481,3.6,64,69,5.8
Pueblo,2013-01-01,Colorado,West,Nonspecialized,Urban,27,15,68,56,9.2,52705,3.6,84,63,10.2
Rio Blanco,2013-01-01,Colorado,West,Mining,Rural,12,16,89,67,7.9,75978,3,87,43,5.5
Rio Grande,2013-01-01,Colorado,West,Nonspecialized,Rural,31,6,71,66,11.2,45347,4.2,71,76,9.3
Routt,2013-01-01,Colorado,West,Recreation,Rural,12,31,93,29,9.4,74559,2.3,90,15,8.2
Saguache,2013-01-01,Colorado,West,Farming,Rural,42,14,81,56,10.7,41154,3.2,66,58,10
San Juan,2013-01-01,Colorado,West,Recreation,Rural,24,,0,,,53194,,,,10.3
San Miguel,2013-01-01,Colorado,West,Recreation,Rural,16,,91,,8.2,77708,3.3,80,22,7.5
Sedgwick,2013-01-01,Colorado,West,Farming,Rural,22,,17,74,,53500,3.8,88,,5.3
Summit,2013-01-01,Colorado,West,Recreation,Rural,14,,86,20,11.3,79420,2,89,33,7.5
Teller,2013-01-01,Colorado,West,Recreation,Urban,15,12,86,44,14,73379,3.1,82,24,8.7
Washington,2013-01-01,Colorado,West,Farming,Rural,20,12,89,53,6.3,55606,3.8,90,34,4.8
Weld,2013-01-01,Colorado,West,Nonspecialized,Urban,18,17,77,60,7.6,66840,2.9,83,46,9.3
Yuma,2013-01-01,Colorado,West,Farming,Rural,20,6,88,69,6.8,53502,1.7,77,49,3.8
Fairfield,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,12,20,84,54,7.6,104250,2.8,82,19,8
Hartford,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,17,18,80,61,8.7,81805,3.1,87,28,9.2
Litchfield,2013-01-01,Connecticut,Northeast,Nonspecialized,Rural,9,18,86,49,7,87945,3.1,87,13,8.2
Middlesex,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,8,18,91,58,6.7,98501,3.3,89,11,7.6
New Haven,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,19,19,81,70,8.5,79408,3.4,84,26,9.7
New London,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,12,18,83,63,7.1,82076,2.9,85,24,8.6
Tolland,2013-01-01,Connecticut,Northeast,Federal/State Government,Urban,7,19,86,60,7.3,95996,3,88,7,7.4
Windham,2013-01-01,Connecticut,Northeast,Nonspecialized,Urban,15,17,75,68,7.7,74484,3,88,25,9.8
Kent,2013-01-01,Delaware,South,Federal/State Government,Urban,23,16,77,56,8.8,64414,3.6,83,39,7.4
New Castle,2013-01-01,Delaware,South,Nonspecialized,Urban,16,21,77,61,9.5,79954,3.2,83,32,7.3
Sussex,2013-01-01,Delaware,South,Recreation,Urban,23,18,81,56,7.9,61308,3.3,86,56,7.3
District of Columbia,2013-01-01,District of Columbia,South,Federal/State Government,Urban,31,19,59,53,10.8,79665,2.9,79,47,10.2
Alachua,2013-01-01,Florida,South,Federal/State Government,Urban,22,16,63,62,8.9,62139,3.2,84,21,7.7
Baker,2013-01-01,Florida,South,Federal/State Government,Urban,24,15,65,101,8.8,58850,4.3,80,70,9.9
Bay,2013-01-01,Florida,South,Recreation,Urban,23,18,68,76,8.4,57295,3.5,75,56,10
Bradford,2013-01-01,Florida,South,Nonspecialized,Rural,30,20,61,109,10.1,49562,4.2,83,72,8.8
Brevard,2013-01-01,Florida,South,Nonspecialized,Urban,23,20,81,63,8.4,59810,3.8,85,32,11.1
Broward,2013-01-01,Florida,South,Nonspecialized,Urban,21,15,72,68,9.2,61526,3.1,84,30,9.2
Calhoun,2013-01-01,Florida,South,Federal/State Government,Rural,32,14,74,92,8.4,39384,4.5,84,57,9.5
Charlotte,2013-01-01,Florida,South,Recreation,Urban,24,15,73,65,7.3,53586,4.8,90,35,10.8
Citrus,2013-01-01,Florida,South,Nonspecialized,Urban,31,14,75,55,7.6,48013,4.5,86,43,11.9
Clay,2013-01-01,Florida,South,Nonspecialized,Urban,15,16,74,75,7.6,68078,3.5,81,34,9.3
Collier,2013-01-01,Florida,South,Recreation,Urban,31,17,73,44,7,65980,3.4,86,48,10.3
Columbia,2013-01-01,Florida,South,Federal/State Government,Rural,32,16,63,96,8.7,45003,3.8,82,66,9.7
DeSoto,2013-01-01,Florida,South,Nonspecialized,Rural,42,17,63,117,7.3,38565,3.4,88,75,9.9
Dixie,2013-01-01,Florida,South,Federal/State Government,Rural,36,12,53,109,7.3,42959,4.2,86,63,12.8
Duval,2013-01-01,Florida,South,Nonspecialized,Urban,26,17,63,82,9.6,59238,3.7,83,50,10.6
Escambia,2013-01-01,Florida,South,Nonspecialized,Urban,28,16,58,58,10.3,55382,4.4,80,51,10.1
Flagler,2013-01-01,Florida,South,Nonspecialized,Urban,26,14,70,41,7.9,53823,5,87,33,14.1
Franklin,2013-01-01,Florida,South,Federal/State Government,Rural,31,20,59,82,8,48661,3.9,83,82,7.9
Gadsden,2013-01-01,Florida,South,Federal/State Government,Urban,38,12,55,62,11.8,50314,3.4,83,72,10.3
Gilchrist,2013-01-01,Florida,South,Federal/State Government,Urban,29,20,80,79,7.6,46202,4,84,53,9.8
Glades,2013-01-01,Florida,South,Nonspecialized,Rural,34,16,48,108,9.5,37317,3.2,84,50,10.2
Gulf,2013-01-01,Florida,South,Federal/State Government,Urban,28,19,78,61,8.5,44574,3.6,79,44,10.2
Hamilton,2013-01-01,Florida,South,Federal/State Government,Rural,39,12,65,88,10.8,46295,5.1,81,89,11.3
Hardee,2013-01-01,Florida,South,Nonspecialized,Rural,45,10,66,85,7.8,40872,2.8,89,99,10.3
Hendry,2013-01-01,Florida,South,Farming,Rural,40,14,66,93,8.1,40657,2.9,85,80,14.4
Hernando,2013-01-01,Florida,South,Nonspecialized,Urban,28,14,72,68,7.8,48461,4.8,85,36,13.4
Highlands,2013-01-01,Florida,South,Nonspecialized,Urban,33,12,60,76,8.1,42866,4.2,81,59,10.4
Hillsborough,2013-01-01,Florida,South,Nonspecialized,Urban,24,17,69,67,8.9,59894,4.1,83,46,10.5
Holmes,2013-01-01,Florida,South,Federal/State Government,Rural,37,10,75,157,7.8,45713,3.2,82,68,8.2
Indian River,2013-01-01,Florida,South,Recreation,Urban,23,16,72,42,7.1,56151,3.7,86,43,12.6
Jackson,2013-01-01,Florida,South,Federal/State Government,Rural,29,10,65,89,9.8,48028,4.1,86,55,8.1
Jefferson,2013-01-01,Florida,South,Federal/State Government,Urban,28,10,39,52,10.8,51029,3.7,81,57,8.9
Lafayette,2013-01-01,Florida,South,Federal/State Government,Rural,28,10,64,84,8.1,52627,3.7,81,65,8.1
Lake,2013-01-01,Florida,South,Nonspecialized,Urban,21,13,75,62,7.9,54237,3.6,87,51,11.2
Lee,2013-01-01,Florida,South,Recreation,Urban,26,18,69,62,8.2,56847,4,86,47,11.1
Leon,2013-01-01,Florida,South,Federal/State Government,Urban,23,19,68,53,9.4,68516,3.2,79,19,8
Levy,2013-01-01,Florida,South,Nonspecialized,Rural,33,13,61,83,8.1,41278,4.7,83,53,11.3
Liberty,2013-01-01,Florida,South,Federal/State Government,Rural,28,16,54,93,10.1,52230,3.2,82,67,8.3
Madison,2013-01-01,Florida,South,Nonspecialized,Rural,37,18,57,80,9.9,40486,3.1,83,56,11.5
Manatee,2013-01-01,Florida,South,Recreation,Urban,27,16,65,49,7.6,58263,3.7,84,57,10.8
Marion,2013-01-01,Florida,South,Nonspecialized,Urban,30,15,70,53,8.3,46538,4.8,87,56,12.3
Martin,2013-01-01,Florida,South,Recreation,Urban,22,16,82,41,7.7,68003,2.8,85,36,10.8
Miami-Dade,2013-01-01,Florida,South,Nonspecialized,Urban,29,13,71,93,8.9,49138,3.3,85,34,11.3
Monroe,2013-01-01,Florida,South,Recreation,Rural,22,25,66,66,7.6,63550,3.6,78,29,6.4
Nassau,2013-01-01,Florida,South,Recreation,Urban,18,13,80,59,7.9,63888,4,86,46,9.6
Okaloosa,2013-01-01,Florida,South,Nonspecialized,Urban,22,17,85,71,7.9,64668,3.4,79,45,7.4
Okeechobee,2013-01-01,Florida,South,Nonspecialized,Rural,36,14,62,123,9,43119,3.7,78,79,11.7
Orange,2013-01-01,Florida,South,Recreation,Urban,26,17,71,80,9.1,56830,3.3,85,39,10.3
Osceola,2013-01-01,Florida,South,Recreation,Urban,24,15,76,96,8.3,47839,3.8,82,46,11.6
Palm Beach,2013-01-01,Florida,South,Recreation,Urban,24,15,74,52,9.2,64260,3.3,86,34,10.8
Pasco,2013-01-01,Florida,South,Nonspecialized,Urban,21,17,71,71,8.3,53807,4.7,86,38,12
Pinellas,2013-01-01,Florida,South,Nonspecialized,Urban,24,18,65,62,8.5,59491,4.2,85,38,10.5
Polk,2013-01-01,Florida,South,Nonspecialized,Urban,30,13,66,82,8.4,50944,3.7,85,58,11.6
Putnam,2013-01-01,Florida,South,Nonspecialized,Rural,42,15,63,90,9.9,40802,4.3,80,73,11.9
St. Johns,2013-01-01,Florida,South,Recreation,Urban,12,21,86,68,6.8,80707,3.6,84,23,8.5
St. Lucie,2013-01-01,Florida,South,Nonspecialized,Urban,32,12,65,58,8.4,50334,3.9,85,47,13
Santa Rosa,2013-01-01,Florida,South,Nonspecialized,Urban,16,16,78,78,7.5,66006,3.4,83,34,9.1
Sarasota,2013-01-01,Florida,South,Recreation,Urban,19,16,71,36,7.1,61339,3.4,87,31,10.7
Seminole,2013-01-01,Florida,South,Nonspecialized,Urban,17,20,79,69,7.8,68680,3.1,85,25,9.7
Sumter,2013-01-01,Florida,South,Federal/State Government,Urban,35,13,75,55,9.3,58068,3.2,90,75,8.5
Suwannee,2013-01-01,Florida,South,Nonspecialized,Rural,36,15,54,80,8,43716,4.6,84,69,9.3
Taylor,2013-01-01,Florida,South,Maufacturing,Rural,31,12,61,80,9.9,42684,4.4,84,73,10.9
Union,2013-01-01,Florida,South,Nonspecialized,Rural,26,19,74,110,8.8,48365,4.2,85,68,8.2
Volusia,2013-01-01,Florida,South,Nonspecialized,Urban,27,18,62,57,8.2,53086,4.9,85,40,10.8
Wakulla,2013-01-01,Florida,South,Federal/State Government,Urban,21,20,75,48,9.1,59910,4.3,80,38,8.3
Walton,2013-01-01,Florida,South,Recreation,Urban,25,19,74,91,8.6,56484,3.9,77,53,7.1
Washington,2013-01-01,Florida,South,Federal/State Government,Rural,34,11,69,92,9.1,45152,4.8,83,57,10.9
Appling,2013-01-01,Georgia,South,Nonspecialized,Rural,34,10,61,117,11.1,44610,4.8,78,88,11
Atkinson,2013-01-01,Georgia,South,Maufacturing,Rural,44,4,78,155,7.1,34500,2.5,78,94,14
Bacon,2013-01-01,Georgia,South,Nonspecialized,Rural,35,10,77,189,10.9,48115,3.2,79,96,9.9
Baker,2013-01-01,Georgia,South,Farming,Urban,42,,41,,9.2,46696,,72,35,8.9
Baldwin,2013-01-01,Georgia,South,Federal/State Government,Rural,36,14,68,80,10.4,48719,5.5,85,35,13.7
Banks,2013-01-01,Georgia,South,Nonspecialized,Rural,28,7,77,81,9,51561,,86,50,7.3
Barrow,2013-01-01,Georgia,South,Nonspecialized,Urban,23,17,64,93,7.8,58892,4.5,87,49,9.3
Bartow,2013-01-01,Georgia,South,Maufacturing,Urban,29,14,68,81,8.1,56223,4.5,86,61,10.2
Ben Hill,2013-01-01,Georgia,South,Maufacturing,Rural,43,7,65,119,16.3,35307,3.4,76,105,13.8
Berrien,2013-01-01,Georgia,South,Nonspecialized,Rural,35,14,67,112,9.7,42594,4.3,83,81,12
Bibb,2013-01-01,Georgia,South,Nonspecialized,Urban,35,11,51,78,13.3,49891,3.5,81,65,10.5
Bleckley,2013-01-01,Georgia,South,Federal/State Government,Rural,29,9,72,96,12.5,46594,3.5,88,31,13.7
Brantley,2013-01-01,Georgia,South,Nonspecialized,Urban,31,5,60,113,7.1,41975,4.5,83,54,11.5
Brooks,2013-01-01,Georgia,South,Farming,Urban,41,7,60,76,12.9,46973,4.3,87,71,9.4
Bryan,2013-01-01,Georgia,South,Nonspecialized,Urban,19,15,79,81,6.8,74513,4.8,88,41,8.3
Bulloch,2013-01-01,Georgia,South,Federal/State Government,Rural,31,14,69,93,9.6,52100,3.4,88,28,10.2
Burke,2013-01-01,Georgia,South,Nonspecialized,Urban,43,10,67,112,12.7,41707,,85,73,11.4
Butts,2013-01-01,Georgia,South,Nonspecialized,Urban,29,,67,87,10.3,61761,2.5,84,72,11.8
Calhoun,2013-01-01,Georgia,South,Farming,Rural,42,,60,98,12.1,39514,,78,76,10.8
Camden,2013-01-01,Georgia,South,Federal/State Government,Rural,20,17,75,67,8.6,60101,3.5,83,54,9.7
Candler,2013-01-01,Georgia,South,Nonspecialized,Rural,40,6,76,103,7.3,42466,3,80,96,10.4
Carroll,2013-01-01,Georgia,South,Nonspecialized,Urban,25,13,71,48,7.7,54942,4.1,86,49,10.7
Catoosa,2013-01-01,Georgia,South,Nonspecialized,Urban,21,15,76,58,8.5,55768,5.1,84,53,7.8
Charlton,2013-01-01,Georgia,South,Nonspecialized,Rural,35,10,76,94,8.7,50091,,80,67,11.5
Chatham,2013-01-01,Georgia,South,Nonspecialized,Urban,35,18,54,56,10.4,55978,3,87,51,9.2
Chattahoochee,2013-01-01,Georgia,South,Nonspecialized,Urban,19,,67,44,7.3,49808,,78,38,17.8
Chattooga,2013-01-01,Georgia,South,Maufacturing,Rural,28,9,75,65,9.4,40623,,86,77,11.2
Cherokee,2013-01-01,Georgia,South,Nonspecialized,Urban,13,17,75,65,7.5,78328,2.9,85,32,8.1
Clarke,2013-01-01,Georgia,South,Federal/State Government,Urban,38,13,66,50,9,50744,3.7,88,26,7.5
Clay,2013-01-01,Georgia,South,Federal/State Government,Rural,54,,,,12.6,28352,,64,65,8.7
Clayton,2013-01-01,Georgia,South,Nonspecialized,Urban,35,10,51,60,10.7,45355,3.6,85,60,12.2
Clinch,2013-01-01,Georgia,South,Maufacturing,Rural,39,,86,177,13.2,42792,3,83,92,11.5
Cobb,2013-01-01,Georgia,South,Nonspecialized,Urban,18,16,72,59,8.2,78058,2.9,86,33,8.9
Coffee,2013-01-01,Georgia,South,Nonspecialized,Rural,40,12,66,162,10.2,41964,3.5,76,88,14.4
Colquitt,2013-01-01,Georgia,South,Nonspecialized,Rural,38,10,76,78,10.6,38765,5,85,91,9.7
Columbia,2013-01-01,Georgia,South,Nonspecialized,Urban,11,12,76,51,7.5,77373,2.7,81,26,7.1
Cook,2013-01-01,Georgia,South,Nonspecialized,Rural,41,14,78,117,11.5,43780,3,81,78,12.7
Coweta,2013-01-01,Georgia,South,Nonspecialized,Urban,20,15,75,64,7.1,70163,3.7,83,43,8.9
Crawford,2013-01-01,Georgia,South,Nonspecialized,Urban,30,5,42,65,9.1,48796,4.8,78,33,9.9
Crisp,2013-01-01,Georgia,South,Nonspecialized,Rural,46,6,59,97,14.4,42934,3.8,80,97,13.3
Dade,2013-01-01,Georgia,South,Nonspecialized,Urban,24,,70,64,8.8,50830,5.1,85,34,8.1
Dawson,2013-01-01,Georgia,South,Recreation,Urban,21,,74,81,7.8,60910,3.1,82,48,8.9
Decatur,2013-01-01,Georgia,South,Nonspecialized,Rural,46,12,71,84,11.3,42523,3.7,70,86,13
DeKalb,2013-01-01,Georgia,South,Nonspecialized,Urban,29,14,59,50,10.3,60182,3,86,47,10.1
Dodge,2013-01-01,Georgia,South,Federal/State Government,Rural,39,13,69,122,12.1,50116,4.6,80,63,11.7
Dooly,2013-01-01,Georgia,South,Maufacturing,Rural,40,5,58,87,13.2,38617,3.4,82,66,14.2
Dougherty,2013-01-01,Georgia,South,Federal/State Government,Urban,40,12,54,61,13.3,38145,3,81,75,11.4
Douglas,2013-01-01,Georgia,South,Nonspecialized,Urban,22,9,71,85,9.2,58918,3.6,85,42,10.2
Early,2013-01-01,Georgia,South,Maufacturing,Rural,40,6,72,90,13.6,40732,3.7,76,75,9.3
Echols,2013-01-01,Georgia,South,Nonspecialized,Urban,40,,77,,,41818,,85,39,7.3
Effingham,2013-01-01,Georgia,South,Maufacturing,Urban,18,18,80,63,8.7,69450,3.4,88,35,8.3
Elbert,2013-01-01,Georgia,South,Maufacturing,Rural,34,10,70,87,9.9,41387,3.8,82,63,14.6
Emanuel,2013-01-01,Georgia,South,Maufacturing,Rural,42,8,76,106,10.1,37388,3.9,81,77,11.6
Evans,2013-01-01,Georgia,South,Maufacturing,Rural,41,,65,109,8.7,46369,,83,95,8.9
Fannin,2013-01-01,Georgia,South,Recreation,Rural,38,13,82,89,8.6,40855,5.3,86,58,10.3
Fayette,2013-01-01,Georgia,South,Nonspecialized,Urban,12,15,78,40,6.7,91574,2.6,88,14,8.1
Floyd,2013-01-01,Georgia,South,Nonspecialized,Urban,30,9,73,66,9.7,50563,4.5,88,55,10.9
Forsyth,2013-01-01,Georgia,South,Nonspecialized,Urban,10,18,86,68,7.3,99573,2.4,82,24,7.3
Franklin,2013-01-01,Georgia,South,Nonspecialized,Rural,34,5,75,87,9.4,45934,4.3,87,67,11.1
Fulton,2013-01-01,Georgia,South,Nonspecialized,Urban,27,17,64,51,10.8,75658,2.8,85,46,10.5
Gilmer,2013-01-01,Georgia,South,Recreation,Rural,43,9,82,82,8.7,44624,3.8,88,74,10.9
Glascock,2013-01-01,Georgia,South,Nonspecialized,Rural,24,,80,,11,49279,,84,39,11.9
Glynn,2013-01-01,Georgia,South,Federal/State Government,Urban,31,15,69,59,9.6,56221,2.4,84,69,10.5
Gordon,2013-01-01,Georgia,South,Maufacturing,Rural,28,12,81,86,7.5,48810,4.4,85,69,11.5
Grady,2013-01-01,Georgia,South,Nonspecialized,Rural,38,9,73,71,9.9,38759,3.6,82,85,8.2
Greene,2013-01-01,Georgia,South,Recreation,Rural,43,10,53,61,10.9,51000,3.3,82,57,10.2
Gwinnett,2013-01-01,Georgia,South,Nonspecialized,Urban,22,16,68,56,7.8,66432,2.7,87,36,8.5
Habersham,2013-01-01,Georgia,South,Maufacturing,Rural,28,8,68,58,7.7,48610,3.2,89,65,9.6
Hall,2013-01-01,Georgia,South,Maufacturing,Urban,26,16,71,53,7.4,58295,3.4,83,63,8.1
Hancock,2013-01-01,Georgia,South,Federal/State Government,Rural,43,,84,66,14.8,35795,,83,51,20.1
Haralson,2013-01-01,Georgia,South,Maufacturing,Urban,29,18,68,59,7.8,49077,4,84,61,10.4
Harris,2013-01-01,Georgia,South,Recreation,Urban,16,17,78,53,9.1,82259,2.7,82,29,7
Hart,2013-01-01,Georgia,South,Nonspecialized,Rural,30,13,72,90,9.6,47473,2.9,80,50,11.6
Heard,2013-01-01,Georgia,South,Nonspecialized,Urban,39,1,78,73,8.5,49381,,89,52,10.9
Henry,2013-01-01,Georgia,South,Nonspecialized,Urban,21,13,72,59,8.7,67683,2.8,87,35,9.7
Houston,2013-01-01,Georgia,South,Federal/State Government,Urban,21,13,73,98,9.1,66233,2.6,80,46,7.8
Irwin,2013-01-01,Georgia,South,Farming,Rural,35,,56,88,14,50125,4.1,81,59,13.2
Jackson,2013-01-01,Georgia,South,Maufacturing,Rural,21,10,81,66,7.9,61088,4.3,86,54,9.7
Jasper,2013-01-01,Georgia,South,Nonspecialized,Urban,31,,76,82,9.2,49194,2.9,87,52,10.6
Jeff Davis,2013-01-01,Georgia,South,Maufacturing,Rural,36,,76,174,9.7,42577,3.9,82,94,14.3
Jefferson,2013-01-01,Georgia,South,Nonspecialized,Rural,42,8,74,97,11.7,34739,3.3,85,70,13.4
Jenkins,2013-01-01,Georgia,South,Nonspecialized,Rural,54,1,69,98,11.2,35490,,80,73,18.3
Johnson,2013-01-01,Georgia,South,Federal/State Government,Rural,37,,79,71,11.7,43634,4.7,88,70,12.7
Jones,2013-01-01,Georgia,South,Nonspecialized,Urban,22,13,72,62,10.5,60290,3.8,80,27,8.9
Lamar,2013-01-01,Georgia,South,Federal/State Government,Urban,29,,67,65,11.3,49741,3.5,86,38,11.8
Lanier,2013-01-01,Georgia,South,Nonspecialized,Urban,36,,64,128,9.1,51739,4.5,71,57,8.5
Laurens,2013-01-01,Georgia,South,Federal/State Government,Rural,36,10,68,61,10.5,43935,3.6,86,63,12.8
Lee,2013-01-01,Georgia,South,Nonspecialized,Urban,18,13,66,65,8.6,67319,3.3,76,37,8
Liberty,2013-01-01,Georgia,South,Federal/State Government,Urban,22,21,67,64,9,48756,3.4,81,68,9.7
Lincoln,2013-01-01,Georgia,South,Recreation,Urban,33,5,76,90,10.5,42909,1.7,81,42,10.8
Long,2013-01-01,Georgia,South,Nonspecialized,Urban,34,,71,97,9.4,50522,3.9,84,43,7.2
Lowndes,2013-01-01,Georgia,South,Nonspecialized,Urban,33,14,62,81,11.2,49499,2.9,88,51,9.3
Lumpkin,2013-01-01,Georgia,South,Federal/State Government,Rural,27,,81,87,6.9,56826,3,86,25,10.6
McDuffie,2013-01-01,Georgia,South,Maufacturing,Urban,36,5,77,69,11.9,44510,3.5,83,72,11.1
McIntosh,2013-01-01,Georgia,South,Recreation,Urban,36,9,77,62,10.7,54036,4.2,85,58,10.7
Macon,2013-01-01,Georgia,South,Maufacturing,Rural,37,10,64,81,13.4,37668,2.2,80,56,14.7
Madison,2013-01-01,Georgia,South,Nonspecialized,Urban,29,14,77,72,9,50554,4.3,90,52,7.9
Marion,2013-01-01,Georgia,South,Maufacturing,Urban,37,,74,49,11,49229,4.7,77,70,8.7
Meriwether,2013-01-01,Georgia,South,Federal/State Government,Urban,36,,70,100,10,43597,3.4,83,61,12.8
Miller,2013-01-01,Georgia,South,Farming,Rural,37,6,83,146,10.3,41058,2.2,71,53,6.9
Mitchell,2013-01-01,Georgia,South,Maufacturing,Rural,39,7,69,62,11.6,41477,2.5,78,89,9.8
Monroe,2013-01-01,Georgia,South,Federal/State Government,Urban,22,,78,66,10.3,57440,2.6,83,34,8.8
Montgomery,2013-01-01,Georgia,South,Nonspecialized,Rural,35,7,73,92,11,42933,4.1,87,48,11
Morgan,2013-01-01,Georgia,South,Nonspecialized,Urban,25,11,86,73,7.6,55030,2.2,86,42,9
Murray,2013-01-01,Georgia,South,Maufacturing,Urban,29,12,66,83,7.6,44811,6.2,83,80,13
Muscogee,2013-01-01,Georgia,South,Nonspecialized,Urban,30,18,68,52,11,50999,4,81,70,9.4
Newton,2013-01-01,Georgia,South,Maufacturing,Urban,26,12,64,79,9.6,56113,2.7,89,51,11.5
Oconee,2013-01-01,Georgia,South,Nonspecialized,Urban,12,14,92,50,8.1,82625,2.6,90,15,6.1
Oglethorpe,2013-01-01,Georgia,South,Farming,Urban,25,,70,55,8,57399,4.3,91,38,7.7
Paulding,2013-01-01,Georgia,South,Nonspecialized,Urban,16,12,76,93,7.6,67668,4.2,84,28,9.4
