Name,Control,Region,Locale,Admission Rate,SAT Average,% Female,Median Earnings of Graduate,Undergraduate Population,Completion Rate,Average Cost of Attendance,Out-of-State Tuition,Percentage of Undergraduates Aged 25 and Above,% Undergraduate Students Receiving Loans,Year
Fashion Careers College,Private,Far West,,,,0.8518518519,30400,97,,30576,22357,0.1546,0.7831,2011-01-01
FIDM-Fashion Institute of Design & Merchandising-San Francisco,Private,Far West,,0.7545,,0.8815819209,34500,875,0.625,40198,26197,0.1589,0.6479,2011-01-01
FIDM-Fashion Institute of Design & Merchandising-Orange County,Private,Far West,,0.7143,,0.8815819209,34500,316,,36012,26197,0.0665,0.7432,2011-01-01
Feather River Community College District,Public,Far West,,,,0.4948979592,26900,1376,,13762,7129,0.4426,0.1984,2011-01-01
Foothill College,Public,Far West,,,,0.5626318009,47600,14291,,10675,6210,0.491,0.0374,2011-01-01
Fresno City College,Public,Far West,,,,0.514548839,26000,17730,,9856,5604,0.3526,0.0461,2011-01-01
Fresno Pacific University,Private,Far West,,0.4455,998,0.686494393,39700,2481,0.41037735849056,32745,24790,0.469,0.7065,2011-01-01
Fullerton College,Public,Far West,,,,0.5238095238,32700,17334,,8378,5888,0.241,0.0269,2011-01-01
Gavilan College,Public,Far West,,,,0.5861386139,26900,6720,,10147,5658,0.5429,0.039,2011-01-01
Glendale Community College,Public,Far West,,,,0.5590431205,30800,12576,,8874,5275,0.4107,0.023,2011-01-01
Golden West College,Public,Far West,,,,0.5431955411,31700,12509,,11256,4766,0.329,0.0234,2011-01-01
Grossmont College,Public,Far West,,,,0.5654086986,32300,17812,,6509,6606,0.3423,0.0247,2011-01-01
Hartnell College,Public,Far West,,,,0.5430359937,29500,8552,,13696,5528,0.4087,0.0081,2011-01-01
Harvey Mudd College,Private,Far West,,0.2099,1497,0.5101010101,78600,778,0.74871794871794,55288,42410,,0.4574,2011-01-01
Heald College-Rancho Cordova,Private,Far West,,0.8337,,0.6896722939,35200,1448,,24959,13095,0.5311,0.8065,2011-01-01
Heald College-Fresno,Private,Far West,,0.8748,,0.6772193211,30100,2109,,24640,13095,0.4135,0.7593,2011-01-01
Heald College-San Jose,Private,Far West,,0.8682,,0.6395604396,42100,1719,,24083,13095,0.4619,0.7815,2011-01-01
Heald College-San Francisco,Private,Far West,,0.8496,,0.6904003859,37400,1507,,25430,13095,0.5189,0.7813,2011-01-01
Heald College-Concord,Private,Far West,,0.8221,,0.7139175258,40000,1772,,23993,13095,0.4554,0.7977,2011-01-01
Holy Names University,Private,Far West,,0.6398,913,0.7362459547,50100,728,0.29113924050632,42438,30390,0.307,0.8676,2011-01-01
Humboldt State University,Public,Far West,,0.8274,1030,0.5437881874,36200,7371,0.12177121771217,20650,18222,0.1785,0.5332,2011-01-01
Humphreys University-Stockton and Modesto Campuses,Private,Far West,,,,0.7845579078,31300,923,0.34375,24148,10620,0.584,0.8467,2011-01-01
Imperial Valley College,Public,Far West,,,,0.5470321932,24500,6558,,8147,7170,0.3065,0,2011-01-01
Irvine Valley College,Public,Far West,,,,0.5080160321,35200,11515,,15191,6934,0.3402,0.014,2011-01-01
ITT Technical Institute-National City,Private,Far West,,0.8151,,0.2879451453,38400,1656,0.16666666666666,25701,18048,0.6703,0.7062,2011-01-01
ITT Technical Institute-San Dimas,Private,Far West,,0.7907,,0.2879451453,38400,650,0.09803921568627,25355,18048,0.5738,0.8269,2011-01-01
ITT Technical Institute-Orange,Private,Far West,,0.8087,,0.2879451453,38400,1002,0.33333333333333,25376,18048,0.5968,0.8581,2011-01-01
American Jewish University,Private,Far West,,0.9487,1030,0.5,,133,0.4375,35926,25788,0.1037,0.4394,2011-01-01
Reedley College,Public,Far West,,,,0.5464616402,25200,12140,,9284,5602,0.2611,0.024,2011-01-01
Life Pacific College,Private,Far West,,0.9559,923,0.5106382979,31200,460,0,23594,12500,0.25,0.5147,2011-01-01
Argosy University-The Art Institute of California-San Diego,Private,Far West,,0.4386,,0.6835132483,38200,2101,0.43333333333333,30432,18748,0.3855,0.764,2011-01-01
University of La Verne,Private,Far West,,0.5926,988,0.6424260712,52700,4557,0.4390243902439,40660,31300,0.5103,0.3923,2011-01-01
Laguna College of Art and Design,Private,Far West,,0.3947,,0.6177777778,39800,434,0.55813953488372,34839,23730,0.1935,0.9687,2011-01-01
Lake Tahoe Community College,Public,Far West,,,,0.5362318841,28400,2708,,10010,6369,0.5525,0,2011-01-01
Laney College,Public,Far West,,,,0.5634973404,27600,10331,,12165,5150,0.4992,0.0058,2011-01-01
Lassen Community College,Public,Far West,,,,0.5141242938,25300,2250,,14187,5663,0.6678,0.0602,2011-01-01
Lincoln University,Private,Far West,,,,0.6461538462,,72,0,19830,9220,0.7,0.5825,2011-01-01
Southern California Seminary,Private,Far West,,,,0.3333333333,,98,0.33333333333333,29902,13068,0.82,0.5789,2011-01-01
La Sierra University,Private,Far West,,0.4654,914,0.6030844156,41300,1841,0.31903485254691,37224,27231,0.1102,0.6085,2011-01-01
Long Beach City College,Public,Far West,,,,0.5428085106,27800,24484,,9523,6206,0.4306,0.0645,2011-01-01
Los Angeles Harbor College,Public,Far West,,,,0.5727561751,29700,9488,,14154,5900,0.3585,0.0161,2011-01-01
Los Angeles Pierce College,Public,Far West,,,,0.5338403042,33600,18243,,12578,5899,0.332,0.0434,2011-01-01
Los Angeles Southwest College,Public,Far West,,,,0.6894660895,25900,5368,,10396,5900,0.4704,0.0206,2011-01-01
Los Angeles Trade Technical College,Public,Far West,,,,0.4943440824,26500,13555,,10977,5900,0.553,0.0218,2011-01-01
Los Angeles Valley College,Public,Far West,,,,0.5740479549,30600,16306,,12392,5900,0.4199,0.033,2011-01-01
The Master's University and Seminary,Private,Far West,,0.6946,1117,0.4918276374,40900,1177,0.54696132596685,37830,26650,0.1725,0.5406,2011-01-01
Los Angeles City College,Public,Far West,,,,0.5323354164,25600,18095,,10244,5899,0.5104,0.0456,2011-01-01
Los Angeles Mission College,Public,Far West,,,,0.6204167766,28900,9016,,13025,5900,0.3664,0.0224,2011-01-01
Los Medanos College,Public,Far West,,,,0.5791366906,34300,7870,,14068,6478,0.3492,0.0048,2011-01-01
Argosy University-The Art Institute of California-San Francisco,Private,Far West,,0.4169,,0.6835132483,38200,1604,0.23720930232558,33172,18948,0.2974,0.829,2011-01-01
Loyola Marymount University,Private,Far West,,0.5344,1188,0.5936675462,55600,5951,0.66890380313199,52047,37825,0.0262,0.4716,2011-01-01
College of Marin,Public,Far West,,,,0.5332369942,32300,5863,,14840,7056,0.5794,0.0676,2011-01-01
Marymount California University,Private,Far West,,0.4467,,0.5937007874,32600,919,,38024,27971,0.0368,0.5441,2011-01-01
Mendocino College,Public,Far West,,,,0.588902148,23500,3253,,13480,4602,0.4846,0.0381,2011-01-01
Menlo College,Private,Far West,,0.379,978,0.3660477454,50600,682,0.24861878453038,49770,35076,0.1026,0.5511,2011-01-01
Merced College,Public,Far West,,,,0.5479901559,26100,9481,,8509,5890,0.3104,0,2011-01-01
Merritt College,Public,Far West,,,,0.665415298,28500,5295,,14966,5150,0.5758,0.0251,2011-01-01
Mills College,Private,Far West,,0.5704,1177,0.9725806452,39000,924,0.50543478260869,51877,39264,0.1838,0.7248,2011-01-01
MiraCosta College,Public,Far West,,,,0.6240066918,29500,13413,,7984,5348,0.3783,0.0143,2011-01-01
Mission College,Public,Far West,,,,0.5797535798,32800,8241,,13324,5826,0.5409,0.0141,2011-01-01
Modesto Junior College,Public,Far West,,,,0.5685127228,27500,16049,,11822,5806,0.3456,0,2011-01-01
Monterey Peninsula College,Public,Far West,,,,0.5477941176,34100,8335,,12604,5142,0.5323,0.0292,2011-01-01
Moorpark College,Public,Far West,,,,0.5606373562,38500,14338,,14116,6494,0.2506,0.0227,2011-01-01
Mt San Antonio College,Public,Far West,,,,0.520466251,33800,26091,,9033,6050,0.2946,0.013,2011-01-01
Mount Saint Mary's University,Private,Far West,,0.6807,938,0.9169249845,50200,2267,0.38418079096045,43368,31339,0.2527,0.8899,2011-01-01
Mt San Jacinto Community College District,Public,Far West,,,,0.5932252884,26500,13720,,11826,6360,0.3737,0,2011-01-01
Musicians Institute,Private,Far West,,0.987,1127,0.1913043478,26100,1337,0.16666666666666,37224,23175,0.3209,0.8906,2011-01-01
Napa Valley College,Public,Far West,,,,0.5824074074,34300,6133,,14913,5774,0.3859,0.024,2011-01-01
Everest College-Reseda,Private,Far West,,,,0.8235491446,29500,746,,29833,14364,0.3619,0.7535,2011-01-01
Everest College-LA Wilshire,Private,Far West,,,,0.7455197133,25800,302,,26753,14994,0.351,0.5748,2011-01-01
Everest College-San Bernardino,Private,Far West,,,,0.595959596,24500,755,,27592,13536,0.3748,0.6482,2011-01-01
The National Hispanic University,Private,Far West,,0.9861,,0.6557017544,42900,483,0,15930,7908,0.4369,0.2938,2011-01-01
National University,Private,Far West,,,,0.6738122827,54800,7879,0.45588235294117,23851,11376,0.7167,0.3635,2011-01-01
Newschool of Architecture and Design,Private,Far West,,0.9,,0.28,,400,0.27272727272727,43504,23417,0.38,0.7834,2011-01-01
Notre Dame de Namur University,Private,Far West,,0.7099,956,0.6799531067,51300,1146,0.40972222222222,45656,29890,0.3636,0.6647,2011-01-01
Occidental College,Private,Far West,,0.3871,1300,0.590504451,50100,2107,0.80733944954128,55691,42871,0.0052,0.4238,2011-01-01
Ohlone College,Public,Far West,,,,0.5662763466,39000,8253,,14015,6030,0.3491,0.0168,2011-01-01
Orange Coast College,Public,Far West,,,,0.4973869166,34800,21488,,11269,4766,0.2936,0.0276,2011-01-01
Otis College of Art and Design,Private,Far West,,0.511,1044,0.6391129032,42000,1138,0.44444444444444,47067,35404,0.1394,0.6684,2011-01-01
Oxnard College,Public,Far West,,,,0.5496183206,29100,6705,,13822,6494,0.3912,0,2011-01-01
Hope International University,Private,Far West,,0.5217,950,0.548816568,35100,856,0.16949152542372,35802,24064,0.4107,0.8154,2011-01-01
Pacific Union College,Private,Far West,,0.4683,1010,0.5860962567,48600,1487,0.2520325203252,36748,25965,0.14,0.7619,2011-01-01
University of the Pacific,Private,Far West,,0.3584,1184,0.5790842872,66400,3872,0.45559210526315,47871,36290,0.0646,0.6308,2011-01-01
Palo Verde College,Public,Far West,,,,0.5966981132,26500,3054,,12403,5936,0.7828,0,2011-01-01
Palomar College,Public,Far West,,,,0.5287769784,31700,23285,,10942,5084,0.3521,0.0147,2011-01-01
Pasadena City College,Public,Far West,,,,0.5274120182,33500,24218,,10498,6144,0.2873,0.0141,2011-01-01
Patten University,Private,Far West,,,,0.5,28900,406,0.23076923076923,28165,13440,0.3065,0.3303,2011-01-01
Pepperdine University,Private,Far West,,0.3156,1215,0.5815899582,61400,3461,0.69656992084432,53084,40752,0.0967,0.4357,2011-01-01
Pitzer College,Private,Far West,,0.2413,1287,0.704,45300,1099,0.75206611570247,55080,42550,0.0528,0.3361,2011-01-01
Platt College-San Diego,Private,Far West,,,,0.3122923588,35300,418,,41815,23250,0.6212,0.548,2011-01-01
Point Loma Nazarene University,Private,Far West,,0.5241,1149,0.6243005596,50300,2365,0.61921708185053,39828,28310,0.0311,0.6381,2011-01-01
Pomona College,Private,Far West,,0.1403,1455,0.552238806,52600,1567,0.90837696335078,53490,39883,0.0032,0.1161,2011-01-01
Porterville College,Public,Far West,,,,0.576419214,26100,3627,,8947,6726,0.3609,0,2011-01-01
Westwood College-South Bay,Private,Far West,,0.5309,,0.4968186638,34200,735,0.33802816901408,29329,15020,0.4735,0.8678,2011-01-01
Santa Ana College,Public,Far West,,,,0.5304634204,32400,28221,,8740,4834,0.5928,0.0163,2011-01-01
University of Redlands,Private,Far West,,0.6655,1134,0.5914572864,53800,3184,0.56484641638225,49598,37302,0.2259,0.5013,2011-01-01
College of the Redwoods,Public,Far West,,,,0.5280970626,25300,4640,,11188,5520,0.4945,0.0906,2011-01-01
Rio Hondo College,Public,Far West,,,,0.5196298374,32000,16216,,10763,5309,0.3752,0.0314,2011-01-01
Riverside City College,Public,Far West,,,,0.5791307537,30000,16357,,11593,6394,0.2987,0.0228,2011-01-01
Argosy University-San Francisco Bay Area,Private,Far West,,,,0.6835132483,38200,124,,26372,12612,0.7097,0.8617,2011-01-01
Sacramento City College,Public,Far West,,,,0.55906122,31000,22390,,10927,6318,0.4021,0.0707,2011-01-01
Saddleback College,Public,Far West,,,,0.5479934924,33900,20933,,16645,4694,0.3776,0.0173,2011-01-01
San Diego City College,Public,Far West,,,,0.533071293,27000,14992,,11419,5290,0.4671,0.0722,2011-01-01
Golf Academy of America-San Diego,Private,Far West,,,,0.8010335917,26400,289,,28442,16664,0.6055,0.3769,2011-01-01
San Diego Mesa College,Public,Far West,,,,0.5162007624,34900,22802,,11021,5290,0.3817,0.0286,2011-01-01
San Diego Miramar College,Public,Far West,,,,0.4756737837,36900,11414,,11161,5290,0.5137,0.0263,2011-01-01
San Diego State University,Public,Far West,,0.2999,1087,0.5832854131,48700,25529,0.29398080837452,18157,17738,0.1634,0.3657,2011-01-01
University of San Diego,Private,Far West,,0.4752,1241,0.5685279188,56300,5409,0.6419098143236,52952,38582,0.0464,0.4118,2011-01-01
San Francisco Art Institute,Private,Far West,,0.5711,1031,0.5636363636,24600,397,0.38636363636363,50925,34916,0.2015,0.7077,2011-01-01
San Francisco Conservatory of Music,Private,Far West,,0.4081,,0.397260274,,185,0.6590909090909,48950,36780,0.0638,0.6614,2011-01-01
San Francisco State University,Public,Far West,,0.6147,1010,0.5888975491,46900,24766,0.12004001333777,20374,17436,0.2138,0.3823,2011-01-01
University of San Francisco,Private,Far West,,0.5797,1142,0.6865230249,61000,5977,0.58154506437768,52583,37424,0.1138,0.5448,2011-01-01
San Joaquin Delta College,Public,Far West,,,,0.5805036963,29400,17430,,13644,5088,0.3489,0.0705,2011-01-01
San Joaquin Valley College-Visalia,Private,Far West,,,,0.7074417724,26900,1679,,21387,14225,0.4467,0.9625,2011-01-01
San Joaquin Valley College-Bakersfield,Private,Far West,,,,0.7074417724,26900,1137,,20239,14225,0.4011,0.9782,2011-01-01
William Jessup University,Private,Far West,,0.6452,1015,0.6361185984,38600,859,0.41071428571428,31436,21800,0.2681,0.8829,2011-01-01
San Jose City College,Public,Far West,,,,0.5766233766,29900,8515,,14587,6664,0.4912,0.0279,2011-01-01
San Jose State University,Public,Far West,,0.5657,1030,0.5247207282,54600,24608,0.06765067650676,21586,17988,0.2104,0.3055,2011-01-01
College of San Mateo,Public,Far West,,,,0.5194472876,39900,8900,,10366,5771,0.4391,0.0125,2011-01-01
Santa Barbara Business College-Bakersfield,Private,Far West,,,,0.7183600713,24000,750,,22572,11652,0.3667,0.9675,2011-01-01
Westwood College-Los Angeles,Private,Far West,,0.4742,,0.5191424196,32200,3246,0.14615384615384,29095,15121,0.6818,0.8502,2011-01-01
Santa Barbara Business College-Santa Maria,Private,Far West,,,,0.8324873096,29000,272,,19228,11699,0.3382,0.9317,2011-01-01
Santa Barbara City College,Public,Far West,,,,0.5270886076,33900,16281,,14671,6974,0.3399,0.1001,2011-01-01
Santa Clara University,Private,Far West,,0.5795,1256,0.5301353014,67700,5182,0.76608187134502,53122,39048,0.0199,0.3728,2011-01-01
Santa Monica College,Public,Far West,,,,0.5343897505,31800,27533,,7386,5768,0.2881,0.017,2011-01-01
Santa Rosa Junior College,Public,Far West,,,,0.5619521912,33900,21615,,12495,6562,0.4154,0.028,2011-01-01
Scripps College,Private,Far West,,0.3629,1363,,47200,957,0.83189655172413,54700,41950,0.0041,0.2918,2011-01-01
College of the Sequoias,Public,Far West,,,,0.5263070814,26500,10437,,7821,5206,0.3199,0.0187,2011-01-01
Shasta Bible College and Graduate School,Private,Far West,,1,,0.3793103448,,50,0,23595,10320,0.3529,0.1071,2011-01-01
Shasta College,Public,Far West,,,,0.5697616683,24900,8441,,12215,5596,0.4052,0.0568,2011-01-01
Sierra College,Public,Far West,,,,0.5593172916,29500,17491,,13232,5364,0.3615,0.0634,2011-01-01
Simpson University,Private,Far West,,0.5196,1051,0.6708428246,33700,1015,0.34355828220858,32045,21600,0.3003,0.9199,2011-01-01
College of the Siskiyous,Public,Far West,,,,0.4927646611,25600,2073,,14092,6228,0.4936,0.2022,2011-01-01
Skyline College,Public,Far West,,,,0.5504761905,38000,8792,,9003,7471,0.3978,0.0093,2011-01-01
San Bernardino Valley College,Public,Far West,,,,0.5582709892,24900,11181,,11596,5450,0.4164,0.0009,2011-01-01
Saint Mary's College of California,Private,Far West,,0.6915,1112,0.6242699546,59000,2986,0.4984076433121,52357,37150,0.0814,0.6272,2011-01-01
Solano Community College,Public,Far West,,,,0.6343139951,34100,9702,,12228,7026,0.3945,0.0409,2011-01-01
Sonoma State University,Public,Far West,,0.8088,1023,0.6527485731,45600,7722,0.29626078619367,21245,18022,0.1273,0.3892,2011-01-01
Vanguard University of Southern California,Private,Far West,,0.7371,984,0.6597014925,38800,1897,0.51637279596977,39081,27400,0.2774,0.5019,2011-01-01
Southwestern College,Public,Far West,,,,0.5447464082,30700,18484,,9807,6372,0.3477,0.0226,2011-01-01
Southern California Institute of Architecture,Private,Far West,,0.8939,1080,0.3827160494,,243,0,43019,30600,0.4115,0.7865,2011-01-01
University of Southern California,Private,Far West,,0.2302,1383,0.5243496969,66100,17090,0.73299195318215,55493,42818,0.0441,0.5109,2011-01-01
Taft College,Public,Far West,,,,0.6235294118,31800,4952,,11959,6360,0.5196,0,2011-01-01
Thomas Aquinas College,Private,Far West,,0.7895,1256,0.525,,358,0.64444444444444,33246,22850,0.014,0.7042,2011-01-01
Epic Bible College,Private,Far West,,0.7857,,0.4224137931,27500,307,0,24797,10805,0.7548,0.5419,2011-01-01
Ventura College,Public,Far West,,,,0.5608686573,30900,12352,,13878,6494,0.3346,0.0355,2011-01-01
Victor Valley College,Public,Far West,,,,0.5508595989,25800,10392,,11931,4234,0.3905,0.0895,2011-01-01
Berkeley City College,Public,Far West,,,,0.5708037179,27100,5690,,12557,5150,0.4218,0.0176,2011-01-01
Walden University,Private,Plains,,,,0.7812438107,54900,8559,,27807,10610,0.8756,0.7525,2011-01-01
West Hills College-Coalinga,Public,Far West,,,,0.5149425287,27700,2524,,9104,5256,0.3214,0.0655,2011-01-01
West Los Angeles College,Public,Far West,,,,0.6071341907,28900,9972,,11774,5900,0.4954,0.0435,2011-01-01
West Valley College,Public,Far West,,,,0.5603281853,33300,9763,,14164,4848,0.4134,0.0161,2011-01-01
Westmont College,Private,Far West,,0.613,1188,0.6258741259,48300,1329,0.75,49990,35650,0.0082,0.5547,2011-01-01
Whittier College,Private,Far West,,0.7148,1067,0.5541176471,45100,1569,0.49714285714285,48759,36992,0.0324,0.6431,2011-01-01
Woodbury University,Private,Far West,,0.7352,955,0.5859649123,45600,1261,0.23664122137404,40545,29994,0.2723,0.7699,2011-01-01
