County,Year,State,Region,Distance from Metro,Persistent Poverty,Access to Healthcare,% Obese,% Poor Health,Quality of Healthcare,Sexually Transmitted Infections,% Single-Parent Households,% Smokers,% Some College,% Uninsured,Violent Crime Rate
Crowley,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,34,23,,74.4,52,23,13,30.2,20,58
Custer,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,47,21,8,71,0,38,14,51.4,23,266
Delta,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,84,20,17,66.2,107,24,25,45.5,23,259
Denver,2013-01-01,Colorado,West,In Metropolitan,No,115,18,16,63.5,1749,36,19,68.9,21,569
Dolores,2013-01-01,Colorado,West,Far from Metropolitan,No,48,21,9,,0,16,11,49.2,28,0
Douglas,2013-01-01,Colorado,West,In Metropolitan,No,66,16,7,70.5,76,14,8,86.8,7,121
Eagle,2013-01-01,Colorado,West,Far from Metropolitan,No,73,14,14,71.3,54,22,13,63.5,24,149
Elbert,2013-01-01,Colorado,West,In Metropolitan,No,,22,7,49.6,121,15,18,71.7,13,49
El Paso,2013-01-01,Colorado,West,In Metropolitan,No,56,21,12,57.5,280,28,19,71.8,16,481
Fremont,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,49,22,14,63.6,79,25,26,37.2,16,300
Garfield,2013-01-01,Colorado,West,Far from Metropolitan,No,71,18,17,62.8,106,24,18,53.2,25,
Gilpin,2013-01-01,Colorado,West,In Metropolitan,No,18,20,,,129,35,17,70.9,12,342
Grand,2013-01-01,Colorado,West,Far from Metropolitan,No,74,19,5,63.6,54,19,22,61.2,21,284
Gunnison,2013-01-01,Colorado,West,Far from Metropolitan,No,52,16,7,69.6,189,22,15,76.6,24,291
Hinsdale,2013-01-01,Colorado,West,Far from Metropolitan,No,119,20,,80,0,30,,69.4,21,79
Huerfano,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,75,20,,58.9,283,43,,42.8,21,198
Jackson,2013-01-01,Colorado,West,Far from Metropolitan,No,72,21,8,61.9,0,26,16,68.7,25,123
Jefferson,2013-01-01,Colorado,West,In Metropolitan,No,83,19,10,63.5,113,27,17,72.8,15,260
Kiowa,2013-01-01,Colorado,West,Far from Metropolitan,No,143,24,,,215,28,2,75.9,20,0
Kit Carson,2013-01-01,Colorado,West,Far from Metropolitan,No,73,27,23,53.9,97,25,,55.5,27,185
Lake,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,27,18,23,76.6,137,29,21,57.7,26,266
La Plata,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,101,16,9,66.1,166,25,19,74.1,20,362
Larimer,2013-01-01,Colorado,West,In Metropolitan,No,80,19,11,70.5,160,22,16,78.3,16,261
Las Animas,2013-01-01,Colorado,West,Far from Metropolitan,No,45,22,19,64.7,142,32,28,56.1,20,218
Lincoln,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,91,22,11,50,92,32,20,32.4,21,153
Logan,2013-01-01,Colorado,West,Far from Metropolitan,No,62,23,14,67.3,115,32,26,58,19,259
Mesa,2013-01-01,Colorado,West,In Metropolitan,No,93,22,14,67,314,28,20,61.2,20,303
Mineral,2013-01-01,Colorado,West,Far from Metropolitan,No,142,19,9,68.4,140,0,,63.9,23,0
Moffat,2013-01-01,Colorado,West,Far from Metropolitan,No,51,24,20,54,131,25,26,51,18,232
Montezuma,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,86,19,15,61.8,356,33,20,63.1,22,327
Montrose,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,83,19,13,70.5,116,24,16,47.7,22,197
Morgan,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,57,26,25,57.1,224,33,16,48.5,24,118
Otero,2013-01-01,Colorado,West,Adjacent to Metropolitan,No,80,26,15,65.4,239,42,21,53.8,20,329
Ouray,2013-01-01,Colorado,West,Far from Metropolitan,No,180,18,2,69.7,23,15,12,70.7,22,370
Park,2013-01-01,Colorado,West,In Metropolitan,No,25,19,12,61.6,31,22,16,66,19,98
Phillips,2013-01-01,Colorado,West,Far from Metropolitan,No,67,22,13,64.9,45,20,14,60.1,25,101
Pitkin,2013-01-01,Colorado,West,Far from Metropolitan,No,70,14,6,72.7,70,20,8,80.1,20,228
Prowers,2013-01-01,Colorado,West,Far from Metropolitan,No,32,22,22,50.8,207,31,19,54.9,24,203
Pueblo,2013-01-01,Colorado,West,In Metropolitan,No,80,24,17,64.7,352,40,23,59.7,17,582
Rio Blanco,2013-01-01,Colorado,West,Far from Metropolitan,No,91,20,18,60.7,150,20,17,51.3,19,378
Rio Grande,2013-01-01,Colorado,West,Far from Metropolitan,No,67,21,20,62.9,209,29,20,55.8,20,285
Routt,2013-01-01,Colorado,West,Far from Metropolitan,No,102,14,7,65.8,119,18,10,78.7,17,289
Saguache,2013-01-01,Colorado,West,Far from Metropolitan,Yes,65,21,19,45.3,16,35,19,43.2,34,241
San Juan,2013-01-01,Colorado,West,Far from Metropolitan,No,0,19,,,0,0,,71.2,23,276
San Miguel,2013-01-01,Colorado,West,Far from Metropolitan,No,95,17,5,61.3,68,23,13,73.5,26,137
Sedgwick,2013-01-01,Colorado,West,Far from Metropolitan,No,126,24,15,43.2,126,21,7,59.2,25,238
Summit,2013-01-01,Colorado,West,Far from Metropolitan,No,89,15,7,77.1,139,26,9,74.4,21,189
Teller,2013-01-01,Colorado,West,In Metropolitan,No,72,19,8,58.7,90,24,23,63.8,15,141
Washington,2013-01-01,Colorado,West,Far from Metropolitan,No,,21,13,58.8,83,26,13,60.4,26,180
Weld,2013-01-01,Colorado,West,In Metropolitan,No,47,25,15,62.2,190,23,18,62.1,19,288
Yuma,2013-01-01,Colorado,West,Far from Metropolitan,No,50,24,15,61.5,169,11,20,57.5,25,85
Fairfield,2013-01-01,Connecticut,Northeast,In Metropolitan,No,91,18,10,68.7,294,23,12,68.9,12,309
Hartford,2013-01-01,Connecticut,Northeast,In Metropolitan,No,86,24,11,72.1,456,35,16,66,10,331
Litchfield,2013-01-01,Connecticut,Northeast,Adjacent to Metropolitan,No,62,20,10,71.1,111,22,18,64.9,9,124
Middlesex,2013-01-01,Connecticut,Northeast,In Metropolitan,No,75,23,10,74.7,181,24,15,72.1,8,112
New Haven,2013-01-01,Connecticut,Northeast,In Metropolitan,No,88,27,12,68.6,427,35,16,64.4,11,442
New London,2013-01-01,Connecticut,Northeast,In Metropolitan,No,63,24,11,74.5,241,31,18,61.6,10,374
Tolland,2013-01-01,Connecticut,Northeast,In Metropolitan,No,58,23,9,74,156,21,15,71.2,8,
Windham,2013-01-01,Connecticut,Northeast,In Metropolitan,No,52,30,12,72.5,264,32,18,52.9,10,
Kent,2013-01-01,Delaware,South,In Metropolitan,No,52,33,15,68.8,609,38,22,58.7,11,619
New Castle,2013-01-01,Delaware,South,In Metropolitan,No,81,27,11,69.9,464,34,17,64.2,11,705
Sussex,2013-01-01,Delaware,South,In Metropolitan,No,60,29,14,73.6,496,41,21,48.1,15,565
District of Columbia,2013-01-01,District of Columbia,South,In Metropolitan,No,117,22,12,66.7,929,61,17,76.2,9,1373
Alachua,2013-01-01,Florida,South,In Metropolitan,Yes,137,25,14,70.7,685,38,17,75.2,20,773
Baker,2013-01-01,Florida,South,In Metropolitan,No,33,35,24,60.6,424,29,28,31,18,247
Bay,2013-01-01,Florida,South,In Metropolitan,No,53,27,17,64.1,433,33,22,58.7,22,590
Bradford,2013-01-01,Florida,South,Adjacent to Metropolitan,No,35,35,15,68.1,519,38,17,35.4,20,446
Brevard,2013-01-01,Florida,South,In Metropolitan,No,69,28,15,70,292,32,24,64.3,21,649
Broward,2013-01-01,Florida,South,In Metropolitan,No,75,25,13,61.4,398,37,15,65.2,27,544
Calhoun,2013-01-01,Florida,South,Adjacent to Metropolitan,No,41,34,26,60.6,321,45,27,31.6,23,156
Charlotte,2013-01-01,Florida,South,In Metropolitan,No,66,26,20,76.3,190,36,24,55,23,299
Citrus,2013-01-01,Florida,South,In Metropolitan,No,58,29,19,73,224,39,24,45.2,22,359
Clay,2013-01-01,Florida,South,In Metropolitan,No,65,30,13,66.7,321,30,23,61.8,17,473
Collier,2013-01-01,Florida,South,In Metropolitan,No,68,21,16,78,209,32,16,47.9,30,337
Columbia,2013-01-01,Florida,South,Adjacent to Metropolitan,No,49,34,22,64.6,431,43,25,46,22,564
DeSoto,2013-01-01,Florida,South,Adjacent to Metropolitan,No,34,34,17,67.7,356,49,21,26.6,34,805
Dixie,2013-01-01,Florida,South,Adjacent to Metropolitan,No,18,35,24,51.3,420,31,26,39,22,553
Duval,2013-01-01,Florida,South,In Metropolitan,No,80,28,17,67.6,665,40,20,62.3,19,836
Escambia,2013-01-01,Florida,South,In Metropolitan,No,65,29,17,62.8,556,42,23,60.2,20,866
Flagler,2013-01-01,Florida,South,In Metropolitan,No,44,29,17,80.3,300,30,21,58.7,23,279
Franklin,2013-01-01,Florida,South,Adjacent to Metropolitan,No,26,27,20,63.5,450,57,28,37,27,632
Gadsden,2013-01-01,Florida,South,In Metropolitan,No,26,36,22,65.4,1151,59,20,38.9,24,1083
Gilchrist,2013-01-01,Florida,South,In Metropolitan,No,24,33,20,61.7,283,27,28,47.9,23,216
Glades,2013-01-01,Florida,South,Adjacent to Metropolitan,No,8,35,18,57.9,326,51,,32.1,33,365
Gulf,2013-01-01,Florida,South,In Metropolitan,No,57,30,21,55.7,315,43,29,30.7,23,443
Hamilton,2013-01-01,Florida,South,Adjacent to Metropolitan,Yes,14,38,19,58.1,885,48,24,29.8,22,602
Hardee,2013-01-01,Florida,South,Adjacent to Metropolitan,Yes,22,37,22,54.9,317,29,20,24.5,32,328
Hendry,2013-01-01,Florida,South,Adjacent to Metropolitan,No,28,35,21,61.5,503,42,17,25.3,35,717
Hernando,2013-01-01,Florida,South,In Metropolitan,No,60,28,21,72.7,203,34,23,55.2,23,369
Highlands,2013-01-01,Florida,South,In Metropolitan,No,56,29,18,66.1,315,38,18,42.9,29,300
Hillsborough,2013-01-01,Florida,South,In Metropolitan,No,77,26,17,66.2,571,38,20,62.9,23,580
Holmes,2013-01-01,Florida,South,Adjacent to Metropolitan,No,35,30,22,59.9,402,31,25,29.2,21,269
Indian River,2013-01-01,Florida,South,In Metropolitan,No,67,22,20,75,305,35,21,55,26,339
Jackson,2013-01-01,Florida,South,Adjacent to Metropolitan,No,40,33,19,66.6,474,34,22,45.9,19,545
Jefferson,2013-01-01,Florida,South,In Metropolitan,No,20,34,20,60,583,37,21,40,22,1117
Lafayette,2013-01-01,Florida,South,Far from Metropolitan,No,11,33,23,58.6,203,20,24,47.8,28,252
Lake,2013-01-01,Florida,South,In Metropolitan,No,63,26,16,74,295,29,16,54.5,22,464
Lee,2013-01-01,Florida,South,In Metropolitan,No,62,26,15,75.2,310,35,21,52.2,27,422
Leon,2013-01-01,Florida,South,In Metropolitan,No,75,28,10,70.7,1029,41,16,74.4,17,805
Levy,2013-01-01,Florida,South,Adjacent to Metropolitan,No,20,34,23,59.5,441,40,24,44,24,603
Liberty,2013-01-01,Florida,South,Adjacent to Metropolitan,No,,36,19,58.7,311,34,27,41.2,22,191
Madison,2013-01-01,Florida,South,Adjacent to Metropolitan,Yes,16,36,18,59.4,614,46,26,37,23,906
Manatee,2013-01-01,Florida,South,In Metropolitan,No,58,26,17,74.8,374,36,18,52.9,24,789
Marion,2013-01-01,Florida,South,In Metropolitan,No,52,32,20,73.7,390,40,22,47.8,25,580
Martin,2013-01-01,Florida,South,In Metropolitan,No,79,21,11,76.6,221,28,17,60.3,23,324
Miami-Dade,2013-01-01,Florida,South,In Metropolitan,No,79,24,17,56.7,347,39,13,57,36,820
Monroe,2013-01-01,Florida,South,Adjacent to Metropolitan,No,76,20,11,62.5,208,31,22,57.3,29,532
Nassau,2013-01-01,Florida,South,In Metropolitan,No,39,29,16,72.7,289,29,20,51.6,19,597
Okaloosa,2013-01-01,Florida,South,In Metropolitan,No,74,30,16,69.8,448,33,21,63.7,19,348
Okeechobee,2013-01-01,Florida,South,Adjacent to Metropolitan,No,45,31,22,60.5,460,40,23,31.7,29,638
Orange,2013-01-01,Florida,South,In Metropolitan,No,72,27,15,65.7,532,38,15,64.5,25,912
Osceola,2013-01-01,Florida,South,In Metropolitan,No,45,29,18,57.9,414,39,22,54.7,27,602
Palm Beach,2013-01-01,Florida,South,In Metropolitan,No,77,22,13,76.4,264,37,14,60.5,26,614
Pasco,2013-01-01,Florida,South,In Metropolitan,No,51,28,20,72.1,203,28,24,61.1,22,368
Pinellas,2013-01-01,Florida,South,In Metropolitan,No,87,24,16,70,419,39,21,61.9,22,740
Polk,2013-01-01,Florida,South,In Metropolitan,No,48,33,20,69.7,406,37,20,46.9,24,451
Putnam,2013-01-01,Florida,South,Adjacent to Metropolitan,No,35,35,24,66.9,451,47,26,31.5,23,1059
St. Johns,2013-01-01,Florida,South,In Metropolitan,No,85,22,12,74.6,215,22,14,73.1,16,340
St. Lucie,2013-01-01,Florida,South,In Metropolitan,No,37,27,16,71.3,373,38,18,48.7,27,473
Santa Rosa,2013-01-01,Florida,South,In Metropolitan,No,62,28,14,68.3,235,27,24,64.2,20,172
Sarasota,2013-01-01,Florida,South,In Metropolitan,No,78,21,12,77.9,229,35,18,56.6,25,395
Seminole,2013-01-01,Florida,South,In Metropolitan,No,74,25,12,67,333,30,18,70.5,20,396
Sumter,2013-01-01,Florida,South,In Metropolitan,No,20,29,15,84.4,181,35,14,35.2,19,262
Suwannee,2013-01-01,Florida,South,Adjacent to Metropolitan,No,19,31,23,62.6,323,39,28,41.3,24,550
Taylor,2013-01-01,Florida,South,Adjacent to Metropolitan,No,35,35,25,54.5,288,42,30,39,19,1049
Union,2013-01-01,Florida,South,Adjacent to Metropolitan,No,19,36,24,51.1,393,28,29,34.9,21,328
Volusia,2013-01-01,Florida,South,In Metropolitan,No,64,25,19,71.8,370,36,25,60.3,25,565
Wakulla,2013-01-01,Florida,South,In Metropolitan,No,29,35,15,66,403,28,25,46.6,18,323
Walton,2013-01-01,Florida,South,In Metropolitan,No,40,27,20,68.1,265,35,23,55.8,24,436
Washington,2013-01-01,Florida,South,Adjacent to Metropolitan,No,28,36,25,56.8,281,34,27,41.9,22,157
Appling,2013-01-01,Georgia,South,Far from Metropolitan,No,44,33,21,57,324,36,25,38.5,25,
Atkinson,2013-01-01,Georgia,South,Far from Metropolitan,Yes,,29,,57.4,334,45,16,19.9,32,
Bacon,2013-01-01,Georgia,South,Far from Metropolitan,Yes,54,31,14,56.4,315,33,15,33.4,26,333
Baker,2013-01-01,Georgia,South,In Metropolitan,Yes,,33,,62.9,493,64,,46.2,23,27
Baldwin,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,71,31,28,69.5,693,52,17,48.6,20,854
Banks,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,16,28,17,55,114,23,,39.1,26,580
Barrow,2013-01-01,Georgia,South,In Metropolitan,No,30,29,19,61.5,303,29,29,51,24,460
Bartow,2013-01-01,Georgia,South,In Metropolitan,No,41,26,21,64.3,187,33,24,44.4,22,365
Ben Hill,2013-01-01,Georgia,South,Far from Metropolitan,Yes,62,33,26,54,805,40,22,40.6,24,
Berrien,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,16,31,24,62.5,259,33,34,44.7,24,303
Bibb,2013-01-01,Georgia,South,In Metropolitan,No,103,30,17,69.1,684,50,21,56.1,19,627
Bleckley,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,38,29,21,69,720,33,21,37.4,19,291
Brantley,2013-01-01,Georgia,South,In Metropolitan,No,16,29,23,58.4,163,32,20,32,24,291
Brooks,2013-01-01,Georgia,South,In Metropolitan,Yes,19,31,22,61.1,419,36,19,44.7,25,950
Bryan,2013-01-01,Georgia,South,In Metropolitan,No,72,28,10,58.3,285,29,23,68.5,18,175
Bulloch,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,54,31,19,62.9,897,39,21,60.9,23,527
Burke,2013-01-01,Georgia,South,In Metropolitan,Yes,38,37,,61.3,806,51,10,40.1,20,761
Butts,2013-01-01,Georgia,South,In Metropolitan,No,34,31,,61.1,271,34,,33.4,20,258
Calhoun,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,45,34,,51,478,57,,31.6,25,137
Camden,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,43,29,14,70.5,271,30,22,64.4,17,492
Candler,2013-01-01,Georgia,South,Far from Metropolitan,No,27,31,21,51.8,573,35,,39.1,27,121
Carroll,2013-01-01,Georgia,South,In Metropolitan,No,52,31,18,57.3,375,32,23,48.9,22,747
Catoosa,2013-01-01,Georgia,South,In Metropolitan,No,48,33,22,63.1,122,29,27,62.6,19,171
Charlton,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,8,31,19,53.6,436,43,,35.3,21,205
Chatham,2013-01-01,Georgia,South,In Metropolitan,No,84,29,16,73.6,838,46,19,63.7,21,513
Chattahoochee,2013-01-01,Georgia,South,In Metropolitan,No,9,32,,62,462,18,,73.2,15,
Chattooga,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,19,31,26,54.4,200,37,,38.5,22,203
Cherokee,2013-01-01,Georgia,South,In Metropolitan,No,36,28,12,63.8,123,21,18,68.9,18,88
Clarke,2013-01-01,Georgia,South,In Metropolitan,Yes,70,28,13,72.7,703,47,13,66.4,23,404
Clay,2013-01-01,Georgia,South,Far from Metropolitan,Yes,32,33,,75,534,67,,28.5,21,105
Clayton,2013-01-01,Georgia,South,In Metropolitan,No,29,35,17,53.8,735,50,21,51.3,27,596
Clinch,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,29,33,,57.1,544,42,,35.8,22,336
Cobb,2013-01-01,Georgia,South,In Metropolitan,No,58,24,10,67.6,321,28,15,72.4,20,304
Coffee,2013-01-01,Georgia,South,Far from Metropolitan,No,52,30,23,56.9,399,37,23,36,25,525
Colquitt,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,55,31,20,59.9,257,40,29,38,27,
Columbia,2013-01-01,Georgia,South,In Metropolitan,No,115,26,13,61.2,212,24,18,68.5,16,131
Cook,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,52,33,24,70.7,354,40,22,41.3,26,375
Coweta,2013-01-01,Georgia,South,In Metropolitan,No,42,30,18,62,159,25,17,60,18,211
Crawford,2013-01-01,Georgia,South,In Metropolitan,No,55,30,22,50,269,45,,46.6,23,306
Crisp,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,73,34,24,67.6,862,57,20,41.9,21,635
Dade,2013-01-01,Georgia,South,In Metropolitan,No,36,28,16,58.7,60,32,,48.5,21,284
Dawson,2013-01-01,Georgia,South,In Metropolitan,No,63,27,11,61.4,99,29,,45.7,22,89
Decatur,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,40,34,23,50.2,955,49,21,41.5,23,477
DeKalb,2013-01-01,Georgia,South,In Metropolitan,No,92,26,12,63.1,617,46,11,68.9,26,695
Dodge,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,32,36,23,60.3,431,44,20,39.7,22,518
Dooly,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,,34,17,74.5,851,51,,31,24,697
Dougherty,2013-01-01,Georgia,South,In Metropolitan,Yes,90,35,21,67.6,1065,62,21,57.3,20,930
Douglas,2013-01-01,Georgia,South,In Metropolitan,No,39,31,17,62.8,379,35,13,61.2,20,285
Early,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,27,30,,59.5,981,46,,43.1,20,522
Echols,2013-01-01,Georgia,South,In Metropolitan,No,,29,,,99,29,,22.4,36,221
Effingham,2013-01-01,Georgia,South,In Metropolitan,No,21,32,18,70.5,289,23,20,53.2,17,103
Elbert,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,50,36,25,61.3,486,45,21,35.8,24,402
Emanuel,2013-01-01,Georgia,South,Far from Metropolitan,Yes,44,31,21,60.2,651,41,23,40.7,27,97
Evans,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,36,32,28,58.5,782,46,,34.3,26,260
Fannin,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,55,29,23,58.9,123,35,27,39.5,26,367
Fayette,2013-01-01,Georgia,South,In Metropolitan,No,110,24,8,68.9,166,21,14,77.1,13,79
Floyd,2013-01-01,Georgia,South,In Metropolitan,No,117,29,20,67.4,341,31,19,49.4,22,405
Forsyth,2013-01-01,Georgia,South,In Metropolitan,No,35,23,8,66.1,51,13,14,73.5,15,89
Franklin,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,50,28,15,60.4,199,32,23,40.6,24,153
Fulton,2013-01-01,Georgia,South,In Metropolitan,No,108,24,12,66,669,41,13,74.7,23,879
Gilmer,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,53,30,21,58.1,152,35,24,39.8,28,154
Glascock,2013-01-01,Georgia,South,Far from Metropolitan,No,32,27,,54.1,292,30,,44.4,20,31
Glynn,2013-01-01,Georgia,South,In Metropolitan,No,61,27,14,69.2,474,41,17,56,23,801
Gordon,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,53,31,19,54.4,163,27,26,39.5,25,291
Grady,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,40,33,22,64.6,280,42,,38.6,27,183
Greene,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,69,32,18,70.3,463,49,11,26.6,22,337
Gwinnett,2013-01-01,Georgia,South,In Metropolitan,No,56,26,12,63.3,330,27,15,64.1,25,290
Habersham,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,58,27,18,69.5,179,24,26,45.2,27,214
Hall,2013-01-01,Georgia,South,In Metropolitan,No,58,28,14,67,178,28,19,44.6,26,196
Hancock,2013-01-01,Georgia,South,Far from Metropolitan,Yes,21,37,,68.2,668,65,,32.2,22,132
Haralson,2013-01-01,Georgia,South,In Metropolitan,No,45,31,21,63.1,198,36,,40.1,21,467
Harris,2013-01-01,Georgia,South,In Metropolitan,No,34,28,13,66.8,200,20,20,70.1,16,80
Hart,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,44,30,,59.7,182,31,,45.6,24,356
Heard,2013-01-01,Georgia,South,In Metropolitan,No,8,28,,51.3,203,33,,37.7,21,216
Henry,2013-01-01,Georgia,South,In Metropolitan,No,45,28,13,64.3,344,30,19,63.4,18,242
Houston,2013-01-01,Georgia,South,In Metropolitan,No,51,29,13,65.1,464,34,22,64.4,18,356
Irwin,2013-01-01,Georgia,South,Far from Metropolitan,No,31,31,18,71.4,640,33,,42.8,26,301
Jackson,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,48,26,20,62.4,248,26,25,51.2,21,178
Jasper,2013-01-01,Georgia,South,In Metropolitan,No,36,29,,63,252,31,,48.9,23,204
Jeff Davis,2013-01-01,Georgia,South,Far from Metropolitan,No,33,27,18,51,312,30,,37.9,25,332
Jefferson,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,47,37,20,63,868,51,15,35.6,22,356
Jenkins,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,36,33,,56.7,372,55,,36.3,26,
Johnson,2013-01-01,Georgia,South,Far from Metropolitan,Yes,30,35,26,54.6,371,40,16,38.4,23,506
Jones,2013-01-01,Georgia,South,In Metropolitan,No,17,30,17,69.2,108,30,,54.9,19,146
Lamar,2013-01-01,Georgia,South,In Metropolitan,No,44,30,,51.7,584,33,,44.8,22,655
Lanier,2013-01-01,Georgia,South,In Metropolitan,No,30,31,,46,377,50,,54.7,25,185
Laurens,2013-01-01,Georgia,South,Far from Metropolitan,No,103,36,20,66.8,514,43,21,41.3,18,483
Lee,2013-01-01,Georgia,South,In Metropolitan,No,42,28,11,65.2,244,22,21,55,17,105
Liberty,2013-01-01,Georgia,South,In Metropolitan,No,27,32,21,56.9,522,37,28,61.5,18,434
Lincoln,2013-01-01,Georgia,South,In Metropolitan,No,25,33,,56.8,225,49,,36.4,25,224
Long,2013-01-01,Georgia,South,In Metropolitan,No,,30,14,65,214,44,,46.8,26,299
Lowndes,2013-01-01,Georgia,South,In Metropolitan,No,52,34,18,66.3,860,40,24,60.2,22,332
Lumpkin,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,37,28,14,67.8,124,30,10,51.3,24,233
McDuffie,2013-01-01,Georgia,South,In Metropolitan,No,59,30,24,51.9,594,52,24,39.5,20,366
McIntosh,2013-01-01,Georgia,South,In Metropolitan,No,14,32,,71.9,370,51,,42,23,505
Macon,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,7,34,15,69.6,475,47,,37.2,24,337
Madison,2013-01-01,Georgia,South,In Metropolitan,No,18,31,26,70.5,331,34,25,33.2,24,442
Marion,2013-01-01,Georgia,South,In Metropolitan,Yes,11,32,,44.9,309,47,,31.5,26,502
Meriwether,2013-01-01,Georgia,South,In Metropolitan,No,23,32,21,52.7,523,52,16,27.9,22,273
Miller,2013-01-01,Georgia,South,Adjacent to Metropolitan,No,65,33,17,53.7,669,45,,51.5,22,188
Mitchell,2013-01-01,Georgia,South,Adjacent to Metropolitan,Yes,47,34,19,65.2,502,49,19,30.9,21,654
Monroe,2013-01-01,Georgia,South,In Metropolitan,No,57,31,18,65.6,363,33,,45.4,19,183
Montgomery,2013-01-01,Georgia,South,Far from Metropolitan,No,,31,19,58.8,439,39,,36.5,25,
