filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
LathomMidnightBell1798p , C:\Users\gleicher\DigHum\Novels\1790-1799\LathomMidnightBell1798p.txt , 1790-1799 , 1.998, 0.573, 0.004, 0.486, 0.612, 0.139, 0.881, 0.572, 0.288, 1.113, 0.362, 0.490, 1.163, 1.539, 0.110, 0.226, 0.321, 0.042, 0.003, 1.134, 2.917, 1.710, 0.669, 0.661, 0.131, 0.117, 0.000, 0.630, 0.053, 1.296, 0.026, 0.522, 2.083, 0.005, 0.260, 0.002, 0.020, 0.001, 0.413, 0.005, 0.040, 0.001, 0.013, 0.000, 0.000, 0.002, 0.060, 0.709, 0.139, 2.594, 0.006, 0.031, 0.002, 0.056, 0.000, 0.028, 0.265, 0.233, 0.007, 0.253, 0.034, 0.004, 0.011, 0.870, 0.780, 0.049, 0.874, 0.319, 0.428, 0.045, 0.023, 0.905, 0.096, 0.006, 0.000, 0.005, 0.000, 0.014, 0.191, 0.012, 0.165, 0.465, 0.050, 0.911, 0.000, 0.231, 0.479, 3.374, 0.451, 0.257, 0.872, 0.004, 0.097, 0.041, 0.367, 0.027, 0.375, 0.002, 0.011, 0.003, 0.003, 0.002, 0.000, 0.291, 0.711, 0.264, 0.922, 0.217, 0.035, 0.165, 3.317, 0.004, 0.008, 0.332, 1.990, 27.118, 2.591, 82979, 98505
Lewis_1796_The Monkp , C:\Users\gleicher\DigHum\Novels\1790-1799\Lewis_1796_The Monkp.txt , 1790-1799 , 2.072, 0.579, 0.004, 0.247, 0.599, 0.194, 1.009, 0.572, 0.304, 1.315, 0.395, 0.429, 1.554, 1.926, 0.228, 0.399, 0.329, 0.049, 0.006, 1.456, 2.992, 1.483, 0.444, 0.711, 0.104, 0.142, 0.001, 0.677, 0.097, 1.965, 0.031, 0.851, 1.886, 0.012, 0.223, 0.002, 0.021, 0.002, 0.379, 0.004, 0.063, 0.001, 0.005, 0.002, 0.002, 0.001, 0.130, 0.813, 0.196, 2.096, 0.011, 0.032, 0.009, 0.072, 0.000, 0.034, 0.180, 0.328, 0.017, 0.210, 0.016, 0.005, 0.012, 0.780, 0.894, 0.070, 1.048, 0.207, 0.573, 0.061, 0.013, 1.318, 0.070, 0.003, 0.000, 0.019, 0.000, 0.022, 0.280, 0.012, 0.164, 0.555, 0.055, 0.846, 0.002, 0.230, 0.599, 3.178, 0.346, 0.245, 0.583, 0.011, 0.082, 0.071, 0.271, 0.022, 0.473, 0.004, 0.092, 0.004, 0.003, 0.001, 0.000, 0.343, 0.597, 0.263, 0.676, 0.200, 0.014, 0.129, 3.669, 0.009, 0.006, 0.448, 1.890, 26.769, 2.192, 135422, 160246
ParsonsWolfenbachp1793 , C:\Users\gleicher\DigHum\Novels\1790-1799\ParsonsWolfenbachp1793.txt , 1790-1799 , 2.044, 0.795, 0.006, 0.333, 0.518, 0.117, 1.145, 0.393, 0.233, 1.180, 0.412, 0.449, 2.127, 1.538, 0.147, 0.272, 0.285, 0.057, 0.006, 0.751, 1.942, 1.159, 0.642, 0.446, 0.056, 0.104, 0.005, 0.675, 0.133, 2.150, 0.019, 0.625, 2.149, 0.003, 0.265, 0.001, 0.022, 0.003, 0.603, 0.000, 0.116, 0.000, 0.006, 0.004, 0.000, 0.082, 0.189, 0.861, 0.363, 1.789, 0.006, 0.032, 0.006, 0.084, 0.000, 0.067, 0.285, 0.250, 0.017, 0.283, 0.045, 0.009, 0.007, 1.077, 0.952, 0.128, 1.061, 0.184, 0.421, 0.049, 0.030, 1.563, 0.069, 0.005, 0.000, 0.018, 0.001, 0.013, 0.299, 0.007, 0.129, 0.494, 0.035, 0.910, 0.000, 0.271, 0.734, 3.078, 0.263, 0.256, 0.602, 0.000, 0.057, 0.034, 0.238, 0.008, 0.313, 0.002, 0.013, 0.004, 0.001, 0.006, 0.000, 0.401, 0.546, 0.245, 0.679, 0.308, 0.008, 0.113, 2.934, 0.010, 0.007, 0.328, 2.669, 28.023, 1.434, 88766, 107963
RadcliffeSicilianRomance1790p , C:\Users\gleicher\DigHum\Novels\1790-1799\RadcliffeSicilianRomance1790p.txt , 1790-1799 , 0.656, 0.213, 0.000, 0.102, 0.750, 0.147, 0.995, 0.764, 0.425, 1.564, 0.325, 0.435, 1.500, 1.854, 0.191, 0.531, 0.423, 0.055, 0.000, 1.941, 3.194, 2.222, 0.537, 0.689, 0.019, 0.055, 0.001, 0.792, 0.021, 1.771, 0.039, 0.729, 2.178, 0.010, 0.234, 0.001, 0.009, 0.003, 0.307, 0.001, 0.045, 0.000, 0.003, 0.001, 0.000, 0.000, 0.062, 0.759, 0.073, 2.861, 0.015, 0.024, 0.001, 0.059, 0.000, 0.027, 0.157, 0.357, 0.004, 0.291, 0.026, 0.001, 0.006, 0.808, 0.545, 0.062, 1.059, 0.354, 0.135, 0.022, 0.010, 0.434, 0.036, 0.000, 0.000, 0.004, 0.000, 0.014, 0.209, 0.015, 0.137, 0.428, 0.062, 1.022, 0.004, 0.125, 0.303, 3.529, 0.323, 0.247, 0.587, 0.009, 0.085, 0.088, 0.430, 0.026, 0.388, 0.009, 0.024, 0.004, 0.003, 0.000, 0.000, 0.165, 0.787, 0.344, 0.730, 0.242, 0.006, 0.327, 3.529, 0.009, 0.009, 0.468, 1.829, 27.756, 2.037, 67530, 77623
Radcliffe_1791_The Romance of the Forestp , C:\Users\gleicher\DigHum\Novels\1790-1799\Radcliffe_1791_The Romance of the Forestp.txt , 1790-1799 , 0.829, 0.325, 0.004, 0.131, 0.835, 0.135, 0.939, 0.669, 0.365, 1.396, 0.365, 0.563, 1.443, 1.605, 0.140, 0.449, 0.420, 0.059, 0.008, 1.440, 2.850, 2.373, 0.533, 0.666, 0.072, 0.061, 0.001, 0.535, 0.040, 1.665, 0.036, 0.600, 2.720, 0.003, 0.320, 0.003, 0.018, 0.006, 0.574, 0.001, 0.062, 0.000, 0.009, 0.006, 0.001, 0.005, 0.102, 0.831, 0.128, 2.506, 0.013, 0.017, 0.002, 0.073, 0.000, 0.036, 0.129, 0.260, 0.009, 0.308, 0.026, 0.009, 0.006, 1.025, 0.683, 0.086, 1.153, 0.376, 0.312, 0.040, 0.021, 0.813, 0.082, 0.003, 0.000, 0.007, 0.000, 0.019, 0.184, 0.017, 0.143, 0.514, 0.065, 0.947, 0.000, 0.096, 0.486, 3.196, 0.382, 0.247, 0.636, 0.008, 0.073, 0.061, 0.369, 0.020, 0.398, 0.003, 0.033, 0.003, 0.002, 0.008, 0.000, 0.252, 0.650, 0.295, 0.885, 0.211, 0.009, 0.247, 3.486, 0.006, 0.007, 0.406, 1.617, 27.334, 2.197, 134750, 159784
Radcliffe_1794_The Mysteries of Udolphop , C:\Users\gleicher\DigHum\Novels\1790-1799\Radcliffe_1794_The Mysteries of Udolphop.txt , 1790-1799 , 0.670, 0.306, 0.005, 0.117, 0.854, 0.092, 0.922, 0.636, 0.339, 1.395, 0.303, 0.501, 1.246, 1.352, 0.134, 0.337, 0.390, 0.059, 0.005, 1.669, 3.145, 2.136, 0.472, 0.695, 0.113, 0.074, 0.002, 0.434, 0.030, 1.298, 0.016, 0.458, 1.817, 0.005, 0.286, 0.005, 0.022, 0.001, 0.584, 0.001, 0.101, 0.000, 0.007, 0.004, 0.001, 0.002, 0.129, 0.701, 0.155, 2.553, 0.009, 0.017, 0.002, 0.048, 0.000, 0.020, 0.126, 0.214, 0.007, 0.370, 0.029, 0.004, 0.009, 0.987, 0.757, 0.107, 1.075, 0.271, 0.341, 0.033, 0.019, 0.803, 0.065, 0.005, 0.000, 0.005, 0.001, 0.021, 0.183, 0.009, 0.134, 0.502, 0.090, 1.064, 0.000, 0.127, 0.478, 3.138, 0.409, 0.270, 0.719, 0.002, 0.049, 0.036, 0.290, 0.020, 0.457, 0.002, 0.027, 0.002, 0.003, 0.004, 0.000, 0.248, 0.555, 0.336, 0.869, 0.234, 0.016, 0.377, 3.005, 0.005, 0.005, 0.314, 1.587, 29.439, 3.033, 287619, 350553
Radcliffe_1797_The Italianp , C:\Users\gleicher\DigHum\Novels\1790-1799\Radcliffe_1797_The Italianp.txt , 1790-1799 , 0.660, 0.264, 0.002, 0.098, 0.894, 0.210, 0.938, 0.552, 0.292, 1.510, 0.401, 0.582, 0.871, 1.646, 0.181, 0.306, 0.258, 0.052, 0.004, 1.252, 2.415, 1.780, 0.368, 0.537, 0.153, 0.059, 0.002, 0.787, 0.035, 1.546, 0.043, 0.710, 1.780, 0.005, 0.293, 0.003, 0.020, 0.004, 0.643, 0.001, 0.191, 0.000, 0.009, 0.004, 0.000, 0.003, 0.138, 0.708, 0.119, 2.653, 0.008, 0.009, 0.001, 0.054, 0.000, 0.038, 0.147, 0.301, 0.009, 0.334, 0.036, 0.007, 0.019, 1.146, 0.868, 0.122, 1.210, 0.381, 0.469, 0.047, 0.014, 0.923, 0.065, 0.005, 0.000, 0.008, 0.000, 0.025, 0.199, 0.016, 0.152, 0.550, 0.098, 1.085, 0.001, 0.120, 0.540, 3.013, 0.390, 0.260, 0.657, 0.010, 0.060, 0.066, 0.253, 0.035, 0.420, 0.003, 0.022, 0.002, 0.002, 0.008, 0.000, 0.353, 0.524, 0.294, 0.767, 0.197, 0.015, 0.304, 2.938, 0.004, 0.012, 0.343, 1.938, 29.141, 2.924, 171585, 207492
ReeveOldManorHouse1793p , C:\Users\gleicher\DigHum\Novels\1790-1799\ReeveOldManorHouse1793p.txt , 1790-1799 , 0.894, 0.395, 0.006, 0.186, 0.669, 0.104, 1.253, 0.574, 0.292, 1.415, 0.423, 0.579, 1.294, 1.543, 0.176, 0.292, 0.203, 0.047, 0.010, 0.966, 2.130, 1.463, 0.527, 0.498, 0.078, 0.086, 0.003, 0.607, 0.057, 1.452, 0.025, 0.577, 2.176, 0.005, 0.161, 0.002, 0.030, 0.005, 0.437, 0.002, 0.075, 0.000, 0.003, 0.005, 0.000, 0.002, 0.162, 0.838, 0.199, 2.717, 0.017, 0.023, 0.002, 0.072, 0.000, 0.022, 0.158, 0.297, 0.010, 0.350, 0.061, 0.011, 0.011, 1.245, 0.949, 0.144, 1.172, 0.240, 0.413, 0.047, 0.031, 0.903, 0.067, 0.005, 0.001, 0.011, 0.009, 0.023, 0.278, 0.012, 0.130, 0.725, 0.084, 1.206, 0.000, 0.274, 0.599, 2.918, 0.347, 0.322, 0.695, 0.002, 0.075, 0.049, 0.262, 0.035, 0.352, 0.004, 0.020, 0.004, 0.001, 0.004, 0.000, 0.369, 0.439, 0.297, 0.782, 0.311, 0.030, 0.204, 3.623, 0.005, 0.013, 0.317, 2.267, 26.515, 2.685, 216995, 254878
Smith_1793_The Old Manor Housep , C:\Users\gleicher\DigHum\Novels\1790-1799\Smith_1793_The Old Manor Housep.txt , 1790-1799 , 0.867, 0.375, 0.007, 0.178, 0.664, 0.103, 1.226, 0.571, 0.289, 1.406, 0.422, 0.575, 1.279, 1.528, 0.176, 0.289, 0.201, 0.046, 0.009, 0.956, 2.100, 1.445, 0.522, 0.492, 0.160, 0.074, 0.003, 0.602, 0.056, 1.442, 0.024, 0.575, 2.153, 0.005, 0.159, 0.002, 0.030, 0.004, 0.426, 0.003, 0.075, 0.000, 0.003, 0.005, 0.000, 0.004, 0.159, 0.837, 0.199, 2.723, 0.017, 0.023, 0.002, 0.072, 0.000, 0.022, 0.157, 0.295, 0.009, 0.339, 0.060, 0.011, 0.011, 1.234, 0.937, 0.140, 1.125, 0.235, 0.405, 0.047, 0.029, 0.888, 0.066, 0.005, 0.001, 0.011, 0.009, 0.023, 0.275, 0.011, 0.128, 0.727, 0.082, 1.201, 0.000, 0.279, 0.604, 2.842, 0.342, 0.321, 0.687, 0.002, 0.075, 0.049, 0.263, 0.034, 0.350, 0.004, 0.018, 0.004, 0.001, 0.004, 0.000, 0.364, 0.426, 0.294, 0.771, 0.309, 0.031, 0.200, 3.568, 0.005, 0.012, 0.310, 2.233, 26.437, 3.503, 214689, 254871
WollstonecraftMaria1798p , C:\Users\gleicher\DigHum\Novels\1790-1799\WollstonecraftMaria1798p.txt , 1790-1799 , 2.432, 0.786, 0.016, 0.653, 0.902, 0.146, 1.021, 0.313, 0.227, 1.740, 0.370, 0.448, 1.756, 2.082, 0.241, 0.201, 0.280, 0.049, 0.005, 1.037, 2.362, 1.145, 0.467, 0.845, 0.036, 0.054, 0.004, 0.669, 0.092, 1.949, 0.027, 0.937, 2.594, 0.032, 0.250, 0.005, 0.027, 0.016, 0.315, 0.004, 0.038, 0.000, 0.007, 0.005, 0.000, 0.005, 0.097, 0.735, 0.120, 1.988, 0.023, 0.036, 0.004, 0.059, 0.000, 0.013, 0.147, 0.338, 0.014, 0.227, 0.070, 0.004, 0.011, 1.100, 0.955, 0.126, 1.057, 0.253, 0.437, 0.047, 0.018, 0.690, 0.059, 0.011, 0.000, 0.005, 0.000, 0.036, 0.237, 0.014, 0.144, 0.721, 0.137, 0.951, 0.027, 0.250, 0.511, 3.196, 0.404, 0.327, 0.597, 0.004, 0.067, 0.077, 0.390, 0.022, 0.318, 0.000, 0.156, 0.007, 0.007, 0.002, 0.000, 0.354, 0.410, 0.250, 0.642, 0.318, 0.005, 0.194, 2.416, 0.004, 0.009, 0.239, 1.986, 26.848, 1.206, 46770, 55629
Austen_TheWatsons_1804 , C:\Users\gleicher\DigHum\Novels\1800-1809\Austen_TheWatsons_1804.txt , 1800-1809 , 1.058, 0.545, 0.009, 0.268, 0.658, 0.056, 1.556, 0.418, 0.282, 1.626, 0.437, 0.653, 1.899, 1.048, 0.047, 0.150, 0.103, 0.033, 0.009, 1.039, 1.739, 1.420, 0.376, 0.635, 0.075, 0.150, 0.009, 0.362, 0.061, 1.297, 0.014, 0.291, 1.862, 0.005, 1.960, 0.005, 0.024, 0.009, 0.451, 0.005, 0.066, 0.000, 0.000, 0.000, 0.000, 0.038, 0.122, 0.715, 0.277, 2.444, 0.019, 0.014, 0.000, 0.080, 0.000, 0.038, 0.216, 0.183, 0.014, 0.118, 0.024, 0.024, 0.005, 1.039, 1.312, 0.000, 0.766, 0.226, 0.470, 0.009, 0.005, 1.387, 0.071, 0.009, 0.005, 0.009, 0.000, 0.033, 0.212, 0.019, 0.141, 0.903, 0.127, 1.039, 0.000, 0.512, 0.903, 2.289, 0.324, 0.371, 0.757, 0.009, 0.052, 0.033, 0.254, 0.019, 0.357, 0.005, 0.038, 0.000, 0.000, 0.005, 0.000, 0.470, 0.254, 0.244, 0.700, 0.221, 0.033, 0.089, 2.374, 0.005, 0.014, 0.155, 2.722, 24.515, 6.586, 16956, 21273
Dacre_Zofloya_1806 , C:\Users\gleicher\DigHum\Novels\1800-1809\Dacre_Zofloya_1806.txt , 1800-1809 , 0.856, 0.306, 0.003, 0.059, 0.813, 0.262, 1.161, 0.620, 0.388, 1.849, 0.331, 0.402, 1.900, 2.136, 0.305, 0.251, 0.274, 0.089, 0.006, 1.577, 2.658, 1.647, 0.328, 0.877, 0.133, 0.157, 0.000, 0.544, 0.040, 1.759, 0.016, 0.989, 2.012, 0.002, 0.140, 0.001, 0.030, 0.005, 0.262, 0.002, 0.068, 0.000, 0.010, 0.001, 0.000, 0.003, 0.112, 0.732, 0.202, 1.778, 0.003, 0.019, 0.017, 0.035, 0.000, 0.029, 0.130, 0.381, 0.006, 0.394, 0.050, 0.005, 0.008, 0.851, 0.856, 0.126, 1.130, 0.160, 0.467, 0.045, 0.009, 1.184, 0.043, 0.002, 0.000, 0.004, 0.001, 0.012, 0.212, 0.021, 0.136, 0.563, 0.101, 0.975, 0.004, 0.116, 0.451, 3.062, 0.304, 0.251, 0.543, 0.016, 0.117, 0.065, 0.419, 0.023, 0.386, 0.002, 0.036, 0.003, 0.003, 0.004, 0.000, 0.264, 0.575, 0.246, 0.780, 0.248, 0.011, 0.127, 3.825, 0.025, 0.008, 0.387, 1.822, 28.620, 3.250, 97407, 118520
Edgeworth_Belinda_1801 , C:\Users\gleicher\DigHum\Novels\1800-1809\Edgeworth_Belinda_1801.txt , 1800-1809 , 1.502, 0.717, 0.006, 0.243, 0.715, 0.133, 1.118, 0.546, 0.223, 1.288, 0.547, 0.459, 1.776, 1.242, 0.184, 0.172, 0.114, 0.034, 0.009, 0.804, 2.142, 0.984, 0.347, 0.447, 0.201, 0.081, 0.004, 0.641, 0.066, 1.774, 0.026, 0.511, 2.471, 0.013, 0.362, 0.003, 0.033, 0.005, 0.854, 0.003, 0.029, 0.000, 0.006, 0.003, 0.000, 0.005, 0.157, 0.639, 0.287, 1.967, 0.011, 0.014, 0.008, 0.076, 0.001, 0.034, 0.161, 0.231, 0.033, 0.249, 0.077, 0.005, 0.014, 1.105, 1.156, 0.080, 0.933, 0.231, 0.664, 0.035, 0.021, 1.626, 0.061, 0.004, 0.001, 0.023, 0.000, 0.023, 0.281, 0.019, 0.118, 0.581, 0.095, 0.992, 0.001, 0.235, 0.716, 2.337, 0.232, 0.260, 0.523, 0.001, 0.073, 0.029, 0.248, 0.017, 0.320, 0.005, 0.042, 0.002, 0.002, 0.011, 0.000, 0.417, 0.284, 0.230, 0.570, 0.242, 0.011, 0.171, 2.641, 0.009, 0.006, 0.287, 2.170, 26.850, 5.154, 174700, 218945
Edgeworth_CastleRackrent_1800 , C:\Users\gleicher\DigHum\Novels\1800-1809\Edgeworth_CastleRackrent_1800.txt , 1800-1809 , 1.814, 0.379, 0.007, 0.286, 0.394, 0.068, 1.147, 0.474, 0.240, 1.100, 0.357, 0.398, 1.083, 1.283, 0.059, 0.073, 0.130, 0.015, 0.000, 0.853, 2.987, 1.442, 0.435, 0.819, 0.064, 0.137, 0.010, 0.787, 0.076, 1.459, 0.007, 0.342, 2.012, 0.032, 0.345, 0.002, 0.051, 0.005, 0.927, 0.000, 0.017, 0.000, 0.000, 0.007, 0.000, 0.010, 0.112, 0.614, 0.117, 2.408, 0.010, 0.012, 0.000, 0.015, 0.002, 0.022, 0.208, 0.171, 0.037, 0.367, 0.059, 0.000, 0.012, 0.836, 1.139, 0.093, 0.900, 0.230, 0.491, 0.037, 0.012, 0.809, 0.108, 0.002, 0.002, 0.017, 0.000, 0.015, 0.430, 0.010, 0.081, 0.565, 0.086, 1.034, 0.005, 0.528, 0.814, 2.601, 0.266, 0.372, 0.726, 0.000, 0.049, 0.012, 0.296, 0.032, 0.284, 0.005, 0.071, 0.005, 0.000, 0.012, 0.000, 0.262, 0.320, 0.298, 0.650, 0.318, 0.010, 0.200, 2.398, 0.000, 0.005, 0.178, 2.853, 26.642, 4.183, 33879, 40906
Edgeworth_Ennui_1809 , C:\Users\gleicher\DigHum\Novels\1800-1809\Edgeworth_Ennui_1809.txt , 1800-1809 , 2.929, 0.933, 0.014, 0.820, 0.645, 0.077, 1.197, 0.538, 0.263, 1.304, 0.492, 0.524, 1.418, 1.497, 0.140, 0.126, 0.131, 0.038, 0.009, 0.900, 2.198, 1.270, 0.367, 0.535, 0.117, 0.112, 0.006, 0.898, 0.053, 1.887, 0.027, 0.526, 2.376, 0.024, 0.339, 0.003, 0.026, 0.002, 0.596, 0.002, 0.030, 0.000, 0.008, 0.004, 0.000, 0.012, 0.138, 0.692, 0.178, 1.930, 0.017, 0.015, 0.004, 0.067, 0.001, 0.030, 0.199, 0.195, 0.018, 0.275, 0.069, 0.008, 0.009, 1.172, 1.134, 0.078, 1.075, 0.223, 0.456, 0.029, 0.012, 1.055, 0.063, 0.002, 0.000, 0.021, 0.000, 0.030, 0.311, 0.025, 0.147, 0.607, 0.104, 1.062, 0.001, 0.310, 0.691, 2.778, 0.266, 0.346, 0.623, 0.006, 0.071, 0.040, 0.236, 0.026, 0.302, 0.002, 0.048, 0.001, 0.002, 0.011, 0.000, 0.350, 0.216, 0.224, 0.649, 0.252, 0.008, 0.172, 1.765, 0.006, 0.004, 0.176, 1.984, 27.196, 2.581, 77127, 93184
Godwin_FleetwoodOrTheNewManOfFeeling_1805 , C:\Users\gleicher\DigHum\Novels\1800-1809\Godwin_FleetwoodOrTheNewManOfFeeling_1805.txt , 1800-1809 , 2.853, 1.005, 0.003, 0.753, 0.770, 0.183, 1.107, 0.446, 0.239, 1.473, 0.429, 0.501, 1.627, 1.655, 0.211, 0.124, 0.184, 0.026, 0.006, 0.991, 2.021, 1.240, 0.376, 0.475, 0.020, 0.066, 0.001, 0.745, 0.055, 2.211, 0.036, 0.835, 2.884, 0.032, 0.376, 0.006, 0.032, 0.004, 0.362, 0.004, 0.016, 0.000, 0.007, 0.005, 0.001, 0.004, 0.151, 0.665, 0.192, 2.420, 0.009, 0.013, 0.004, 0.057, 0.000, 0.017, 0.274, 0.312, 0.015, 0.213, 0.046, 0.008, 0.011, 1.056, 0.987, 0.062, 0.861, 0.227, 0.619, 0.057, 0.025, 0.797, 0.039, 0.009, 0.000, 0.012, 0.000, 0.044, 0.341, 0.038, 0.123, 0.861, 0.107, 1.405, 0.001, 0.302, 0.735, 2.801, 0.314, 0.384, 0.599, 0.012, 0.083, 0.044, 0.345, 0.025, 0.246, 0.006, 0.065, 0.004, 0.003, 0.004, 0.000, 0.371, 0.361, 0.182, 0.649, 0.283, 0.013, 0.145, 1.949, 0.016, 0.011, 0.181, 1.969, 26.005, 1.389, 138044, 158419
Moore_Mordaunt_1800 , C:\Users\gleicher\DigHum\Novels\1800-1809\Moore_Mordaunt_1800.txt , 1800-1809 , 1.686, 0.811, 0.007, 0.475, 0.645, 0.082, 1.336, 0.330, 0.205, 1.269, 0.560, 0.512, 1.620, 1.325, 0.165, 0.152, 0.106, 0.032, 0.007, 0.666, 1.307, 0.968, 0.410, 0.301, 0.098, 0.034, 0.002, 1.013, 0.084, 1.964, 0.021, 0.638, 2.748, 0.007, 0.333, 0.006, 0.041, 0.005, 0.560, 0.006, 0.074, 0.000, 0.008, 0.003, 0.000, 0.017, 0.214, 0.761, 0.260, 1.953, 0.010, 0.011, 0.002, 0.073, 0.001, 0.028, 0.205, 0.320, 0.020, 0.249, 0.130, 0.012, 0.022, 1.170, 0.869, 0.181, 1.077, 0.214, 0.377, 0.024, 0.022, 1.252, 0.035, 0.004, 0.001, 0.008, 0.008, 0.032, 0.302, 0.035, 0.167, 1.111, 0.091, 1.445, 0.000, 0.253, 0.909, 2.683, 0.271, 0.326, 0.665, 0.023, 0.094, 0.055, 0.198, 0.026, 0.399, 0.001, 0.034, 0.002, 0.002, 0.004, 0.000, 0.413, 0.309, 0.259, 0.605, 0.323, 0.016, 0.178, 2.390, 0.010, 0.021, 0.250, 2.652, 26.523, 2.067, 195595, 231583
More_CoelebsInSearchOfAWife_1809 , C:\Users\gleicher\DigHum\Novels\1800-1809\More_CoelebsInSearchOfAWife_1809.txt , 1800-1809 , 1.291, 0.558, 0.005, 0.318, 0.653, 0.125, 1.247, 0.317, 0.268, 1.743, 0.452, 0.481, 1.936, 1.500, 0.127, 0.162, 0.124, 0.054, 0.009, 0.981, 1.567, 1.010, 0.252, 0.385, 0.081, 0.058, 0.002, 1.056, 0.043, 3.243, 0.027, 0.957, 3.333, 0.038, 0.347, 0.007, 0.031, 0.018, 0.654, 0.008, 0.105, 0.000, 0.003, 0.003, 0.001, 0.012, 0.184, 0.711, 0.269, 1.522, 0.007, 0.023, 0.001, 0.056, 0.000, 0.019, 0.448, 0.262, 0.012, 0.237, 0.096, 0.009, 0.024, 1.108, 1.195, 0.151, 1.279, 0.286, 0.382, 0.046, 0.021, 0.643, 0.029, 0.004, 0.001, 0.008, 0.002, 0.037, 0.331, 0.059, 0.173, 0.964, 0.098, 1.292, 0.001, 0.297, 1.071, 2.807, 0.279, 0.445, 0.467, 0.008, 0.076, 0.050, 0.348, 0.044, 0.311, 0.004, 0.034, 0.003, 0.003, 0.002, 0.000, 0.366, 0.230, 0.185, 0.572, 0.207, 0.012, 0.189, 2.183, 0.016, 0.009, 0.237, 2.320, 27.256, 1.599, 139200, 163867
Morgan_TheWildIrishGirl_1806 , C:\Users\gleicher\DigHum\Novels\1800-1809\Morgan_TheWildIrishGirl_1806.txt , 1800-1809 , 1.747, 0.628, 0.004, 0.326, 0.601, 0.134, 1.047, 0.412, 0.339, 1.528, 0.322, 0.444, 1.875, 1.361, 0.133, 0.088, 0.227, 0.037, 0.004, 1.605, 3.216, 1.656, 0.442, 0.867, 0.065, 0.076, 0.008, 1.047, 0.036, 2.070, 0.020, 0.613, 2.776, 0.023, 0.656, 0.006, 0.032, 0.002, 0.466, 0.003, 0.051, 0.000, 0.003, 0.004, 0.001, 0.037, 0.179, 0.443, 0.117, 1.532, 0.007, 0.005, 0.002, 0.036, 0.000, 0.018, 0.348, 0.191, 0.002, 0.300, 0.046, 0.005, 0.012, 0.658, 0.611, 0.116, 0.921, 0.212, 0.290, 0.032, 0.014, 0.664, 0.042, 0.005, 0.001, 0.007, 0.000, 0.022, 0.318, 0.032, 0.162, 0.686, 0.130, 1.188, 0.006, 0.457, 0.833, 2.882, 0.266, 0.265, 0.567, 0.003, 0.092, 0.039, 0.247, 0.023, 0.350, 0.009, 0.024, 0.006, 0.000, 0.006, 0.000, 0.220, 0.412, 0.215, 0.768, 0.227, 0.013, 0.209, 1.984, 0.013, 0.006, 0.148, 2.268, 29.315, 2.849, 104636, 124409
